,bfs,bts,graph,faiss
XP_018226043.1,CCG80650.1,CCG80650.1,CCG80650.1,CCG80650.1
XP_018226703.1,CCG81978.1,CCG81978.1,CCG81978.1,CCG81978.1
XP_018227405.1,CCG82964.1,CCG82964.1,CCG82964.1,CCG82964.1
XP_018225421.1,CCG84988.1,CCG84988.1,CCG84988.1,CCG84988.1
XP_018226528.1,CCG80673.1,CCG80673.1,CCG80673.1,CCG80673.1
XP_018226543.1,CCG83606.1,CCG83606.1,CCG83606.1,CCG83606.1
XP_018227421.1,CCG82176.1,CCG82176.1,CCG82176.1,CCG82176.1
XP_018226002.1,CCG82947.1,CCG82947.1,CCG82947.1,CCG82947.1
XP_018227313.1,CCG81937.1,CCG81937.1,CCG81937.1,CCG81937.1
XP_018224749.1,CCG80962.1,CCG80962.1,CCG80962.1,CCG80962.1
XP_018225651.1,CCG80708.1,CCG80708.1,CCG80708.1,CCG80708.1
XP_018224567.1,CCG82685.1,CCG82685.1,CCG82685.1,CCG82685.1
XP_018224993.1,CCG81089.1,CCG81089.1,CCG81089.1,CCG81089.1
XP_018225596.1,CCG84127.1,CCG84127.1,CCG84127.1,CCG84127.1
XP_018226153.1,CCG82702.1,CCG82702.1,CCG82702.1,CCG82702.1
XP_018226418.1,CCG84078.1,CCG84078.1,CCG84078.1,CCG84078.1
XP_018226732.1,CCG81173.1,CCG81173.1,CCG81173.1,CCG81173.1
XP_018224216.1,CCG81405.1,CCG81405.1,CCG81405.1,CCG81405.1
XP_018224373.1,CCG81931.1,CCG81931.1,CCG81931.1,CCG81931.1
XP_018225196.1,CCG82176.1,CCG82176.1,CCG82176.1,CCG82176.1
XP_018226524.1,CCG83188.1,CCG83188.1,CCG83188.1,CCG83188.1
XP_018224345.1,CCG82872.1,CCG82872.1,CCG82872.1,CCG82872.1
XP_018225365.1,CCG82042.1,CCG82042.1,CCG82042.1,CCG82042.1
XP_018227107.1,CCG83032.1,CCG83032.1,CCG83032.1,CCG83032.1
XP_018226244.1,CCG84387.1,CCG84387.1,CCG84387.1,CCG84387.1
XP_018225663.1,CCG80719.1,CCG80719.1,CCG80719.1,CCG80719.1
XP_018227718.1,CCG83525.1,CCG83525.1,CCG83525.1,CCG83525.1
XP_018225824.1,CCG81724.1,CCG81724.1,CCG81724.1,CCG81724.1
XP_018226090.1,CCG84755.1,CCG84755.1,CCG84755.1,CCG84755.1
XP_018227081.1,CCG82111.1,CCG82111.1,CCG82111.1,CCG82111.1
XP_018225642.1,CCG83283.1,CCG83283.1,CCG83283.1,CCG83283.1
XP_018227684.1,CCG81302.1,CCG81302.1,CCG81302.1,CCG81302.1
XP_018225515.1,CCG81109.1,CCG81109.1,CCG81109.1,CCG81109.1
XP_018227084.1,CCG83817.1,CCG83817.1,CCG83817.1,CCG83817.1
XP_018224786.1,CCG83177.1,CCG83177.1,CCG83177.1,CCG83177.1
XP_018225903.1,CCG82132.1,CCG82132.1,CCG82132.1,CCG82132.1
XP_018224999.1,CCG81119.1,CCG81119.1,CCG81119.1,CCG81119.1
XP_018225049.1,CCG82431.1,CCG82431.1,CCG82431.1,CCG82431.1
XP_018227435.1,CCG81214.1,CCG81214.1,CCG81214.1,CCG81214.1
XP_018227274.1,CCG84324.1,CCG84324.1,CCG84324.1,CCG84324.1
XP_018224508.1,CCG82459.1,CCG82459.1,CCG82459.1,CCG82459.1
XP_018225648.1,CCG80740.1,CCG80740.1,CCG80740.1,CCG80740.1
XP_018224398.1,CCG83425.1,CCG83425.1,CCG83425.1,CCG83425.1
XP_018224686.1,CCG80540.1,CCG80540.1,CCG80540.1,CCG80540.1
XP_018224939.1,CCG83525.1,CCG83525.1,CCG83525.1,CCG83525.1
XP_018224986.1,CCG84503.1,CCG84503.1,CCG84838.1,CCG84503.1
XP_018226148.1,CCG84126.1,CCG84126.1,CCG84126.1,CCG84126.1
XP_018224300.1,CCG84269.1,CCG84269.1,CCG84269.1,CCG84269.1
XP_018224432.1,CCG81887.1,CCG81887.1,CCG81887.1,CCG81887.1
XP_018225097.1,CCG81123.1,CCG81123.1,CCG81195.1,CCG81123.1
XP_018226672.1,CCG81493.1,CCG81493.1,CCG81493.1,CCG81493.1
XP_018224550.1,CCG84658.1,CCG84658.1,CCG84658.1,CCG84658.1
XP_018224663.1,CCG81215.1,CCG81215.1,CCG81215.1,CCG81215.1
XP_018225863.1,CCG82451.1,CCG82451.1,CCG82451.1,CCG82451.1
XP_018227492.1,CCG81148.1,CCG81148.1,CCG81148.1,CCG81148.1
XP_018224372.1,CCG82409.1,CCG82409.1,CCG82409.1,CCG82409.1
XP_018224725.1,CCG80932.1,CCG80932.1,CCG80932.1,CCG80932.1
XP_018226096.1,CCG82124.1,CCG82124.1,CCG82124.1,CCG82124.1
XP_018226850.1,CCG82488.1,CCG82488.1,CCG82488.1,CCG82488.1
XP_018224301.1,CCG82467.1,CCG82467.1,CCG82467.1,CCG82467.1
XP_018224774.1,CCG80850.1,CCG80850.1,CCG80850.1,CCG80850.1
XP_018225118.1,CCG82906.1,CCG82906.1,CCG82906.1,CCG82906.1
XP_018226708.1,CCG84935.1,CCG84935.1,CCG84935.1,CCG84935.1
XP_018227662.1,CCG81069.1,CCG81069.1,CCG81069.1,CCG81069.1
XP_018225358.1,CCG84838.1,CCG84838.1,CCG84838.1,CCG84838.1
XP_018226216.1,CCG82178.1,CCG82178.1,CCG82178.1,CCG82178.1
XP_018224762.1,CCG82265.1,CCG82265.1,CCG82265.1,CCG82265.1
XP_018224431.1,CCG83053.1,CCG83053.1,CCG83053.1,CCG83053.1
XP_018227565.1,CCG82588.1,CCG82588.1,CCG82588.1,CCG82588.1
XP_018227566.1,CCG84102.1,CCG84102.1,CCG84102.1,CCG84102.1
XP_018224957.1,CCG81722.1,CCG81722.1,CCG81722.1,CCG81722.1
XP_018225951.1,CCG83177.1,CCG83177.1,CCG83177.1,CCG83177.1
XP_018226976.1,CCG84345.1,CCG84345.1,CCG84345.1,CCG84345.1
XP_018224282.1,CCG83177.1,CCG83177.1,CCG83177.1,CCG83177.1
XP_018224576.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_018224635.1,CCG82769.1,CCG82769.1,CCG82769.1,CCG82769.1
XP_018225811.1,CCG80566.1,CCG80566.1,CCG80566.1,CCG80566.1
XP_018226062.1,CCG81978.1,CCG81978.1,CCG81978.1,CCG81978.1
XP_018225359.1,CCG82511.1,CCG82511.1,CCG82511.1,CCG82511.1
XP_018226015.1,CCG83901.1,CCG83901.1,CCG83901.1,CCG83901.1
XP_018226099.1,CCG84780.1,CCG84780.1,CCG84780.1,CCG84780.1
XP_018224266.1,CCG81967.1,CCG81967.1,CCG81967.1,CCG81967.1
XP_018224758.1,CCG82494.1,CCG82494.1,CCG82494.1,CCG82494.1
XP_018225085.1,CCG82613.1,CCG82613.1,CCG82613.1,CCG82613.1
XP_018225254.1,CCG84268.1,CCG84268.1,CCG84268.1,CCG84268.1
XP_018226813.1,CCG84693.1,CCG84693.1,CCG84693.1,CCG84693.1
XP_018224364.1,CCG81195.1,CCG81195.1,CCG81195.1,CCG81195.1
XP_018225750.1,CCG83365.1,CCG83365.1,CCG83365.1,CCG83365.1
XP_018224366.1,CCG84378.1,CCG84378.1,CCG84378.1,CCG84378.1
XP_018224439.1,CCG81241.1,CCG81241.1,CCG81241.1,CCG81241.1
XP_018225495.1,CCG82489.1,CCG82489.1,CCG82489.1,CCG82489.1
XP_018227613.1,CCG85143.1,CCG85143.1,CCG85143.1,CCG85143.1
XP_018224950.1,CCG82014.1,CCG82014.1,CCG82014.1,CCG82014.1
XP_018225239.1,CCG84652.1,CCG84652.1,CCG84652.1,CCG84652.1
XP_018227229.1,CCG83512.1,CCG83512.1,CCG83630.1,CCG83512.1
XP_018225142.1,CCG84346.1,CCG84346.1,CCG84346.1,CCG84346.1
XP_018225161.1,CCG82281.1,CCG82281.1,CCG82281.1,CCG82281.1
XP_018226838.1,CCG81159.1,CCG81159.1,CCG81159.1,CCG81159.1
XP_018224363.1,CCG82679.1,CCG82679.1,CCG82679.1,CCG82679.1
XP_018224782.1,CCG83309.1,CCG83309.1,CCG83309.1,CCG83309.1
XP_018225346.1,CCG81171.1,CCG81171.1,CCG81171.1,CCG81171.1
XP_018225814.1,CCG80564.1,CCG80564.1,CCG80564.1,CCG80564.1
XP_018225916.1,CCG83578.1,CCG83578.1,CCG83578.1,CCG83578.1
XP_018226643.1,CCG84024.1,CCG84024.1,CCG84024.1,CCG84024.1
XP_018226959.1,CCG83061.1,CCG83061.1,CCG83061.1,CCG83061.1
XP_018224420.1,CCG80808.1,CCG80808.1,CCG80808.1,CCG80808.1
XP_018225706.1,CCG81216.1,CCG81216.1,CCG81216.1,CCG81216.1
XP_018227375.1,CCG81234.1,CCG81234.1,CCG81234.1,CCG81234.1
XP_018224248.1,CCG83898.1,CCG83898.1,CCG83898.1,CCG83898.1
XP_018227242.1,CCG81472.1,CCG81472.1,CCG81472.1,CCG81472.1
XP_018227293.1,CCG81941.1,CCG81941.1,CCG81941.1,CCG81941.1
XP_018226674.1,CCG81036.1,CCG81036.1,CCG81036.1,CCG81036.1
XP_018226810.1,CCG82420.1,CCG82420.1,CCG82420.1,CCG82420.1
XP_018226988.1,CCG81196.1,CCG81196.1,CCG81196.1,CCG81196.1
XP_018224362.1,CCG82675.1,CCG82675.1,CCG82675.1,CCG82675.1
XP_018225578.1,CCG81832.1,CCG81832.1,CCG81832.1,CCG81832.1
XP_018225914.1,CCG83373.1,CCG83373.1,CCG83373.1,CCG83373.1
XP_018226122.1,CCG81718.1,CCG81718.1,CCG81718.1,CCG81718.1
XP_018226185.1,CCG83868.1,CCG83868.1,CCG83868.1,CCG83868.1
XP_018225171.1,CCG82481.1,CCG82481.1,CCG82481.1,CCG82481.1
XP_018225315.1,CCG80701.1,CCG80701.1,CCG80701.1,CCG80701.1
XP_018226290.1,CCG80774.1,CCG80774.1,CCG80774.1,CCG80774.1
XP_018227619.1,CCG82311.1,CCG82311.1,CCG82311.1,CCG82311.1
XP_018227754.1,CCG84785.1,CCG84785.1,CCG84785.1,CCG84785.1
XP_018224695.1,CCG82782.1,CCG82782.1,CCG82782.1,CCG82782.1
XP_018226725.1,CCG84222.1,CCG84222.1,CCG84222.1,CCG84222.1
XP_018226969.1,CCG82807.1,CCG82807.1,CCG82807.1,CCG82807.1
XP_018227626.1,CCG80791.1,CCG80791.1,CCG80791.1,CCG80791.1
XP_018227723.1,CCG81066.1,CCG81066.1,CCG81066.1,CCG81066.1
XP_018226990.1,CCG83265.1,CCG83265.1,CCG83265.1,CCG83265.1
XP_018227410.1,CCG83240.1,CCG83240.1,CCG83240.1,CCG83240.1
XP_018227603.1,CCG83204.1,CCG83204.1,CCG83204.1,CCG83204.1
XP_018224505.1,CCG81241.1,CCG81241.1,CCG81241.1,CCG81241.1
XP_018225519.1,CCG83698.1,CCG83698.1,CCG83698.1,CCG83698.1
XP_018226747.1,CCG84158.1,CCG84158.1,CCG84158.1,CCG84158.1
XP_018226998.1,CCG84262.1,CCG84262.1,CCG84262.1,CCG84262.1
XP_018224280.1,CCG83451.1,CCG83451.1,CCG83451.1,CCG83451.1
XP_018224784.1,CCG83207.1,CCG83207.1,CCG83207.1,CCG83207.1
XP_018224906.1,CCG84651.1,CCG84651.1,CCG84651.1,CCG84651.1
XP_018225258.1,CCG82355.1,CCG82355.1,CCG82355.1,CCG82355.1
XP_018225885.1,CCG80594.1,CCG80594.1,CCG80594.1,CCG80594.1
XP_018226225.1,CCG82277.1,CCG82277.1,CCG82277.1,CCG82277.1
XP_018226440.1,CCG81406.1,CCG81406.1,CCG81406.1,CCG81406.1
XP_018226594.1,CCG82121.1,CCG82121.1,CCG82121.1,CCG82121.1
XP_018225095.1,CCG82848.1,CCG82848.1,CCG82848.1,CCG82848.1
XP_018227150.1,CCG82562.1,CCG82562.1,CCG82562.1,CCG82562.1
XP_018224480.1,CCG84773.1,CCG84773.1,CCG84773.1,CCG84773.1
XP_018224741.1,CCG81440.1,CCG81440.1,CCG81440.1,CCG81440.1
XP_018227059.1,CCG80554.1,CCG80554.1,CCG80554.1,CCG80554.1
XP_018227518.1,CCG85181.1,CCG85181.1,CCG85181.1,CCG85181.1
XP_018224274.1,CCG83514.1,CCG83514.1,CCG83514.1,CCG83514.1
XP_018224712.1,CCG84224.1,CCG84224.1,CCG84224.1,CCG84224.1
XP_018225728.1,CCG83004.1,CCG83004.1,CCG83004.1,CCG83004.1
XP_018226110.1,CCG84550.1,CCG84550.1,CCG84550.1,CCG84550.1
XP_018226958.1,CCG83419.1,CCG83419.1,CCG83419.1,CCG83419.1
XP_018224471.1,CCG80606.1,CCG80606.1,CCG80606.1,CCG80606.1
XP_018224689.1,CCG82769.1,CCG82769.1,CCG82769.1,CCG82769.1
XP_018225496.1,CCG84021.1,CCG84021.1,CCG84021.1,CCG84021.1
XP_018226123.1,CCG84806.1,CCG84806.1,CCG84806.1,CCG84806.1
XP_018226551.1,CCG83064.1,CCG83064.1,CCG83064.1,CCG83064.1
XP_018227167.1,CCG84773.1,CCG84773.1,CCG84773.1,CCG84773.1
XP_018227342.1,CCG83779.1,CCG83779.1,CCG83779.1,CCG83779.1
XP_018227642.1,CCG80816.1,CCG80816.1,CCG80816.1,CCG80816.1
XP_018225331.1,CCG80691.1,CCG80691.1,CCG80691.1,CCG80691.1
XP_018226411.1,CCG80850.1,CCG80850.1,CCG80850.1,CCG80850.1
XP_018227753.1,CCG81867.1,CCG81867.1,CCG81867.1,CCG81867.1
XP_018224722.1,CCG84235.1,CCG84235.1,CCG84235.1,CCG84235.1
XP_018227010.1,CCG82278.1,CCG82278.1,CCG82278.1,CCG82278.1
XP_018227016.1,CCG84952.1,CCG84952.1,CCG84952.1,CCG84952.1
XP_018227606.1,CCG83206.1,CCG83206.1,CCG83206.1,CCG83206.1
XP_018224451.1,CCG84093.1,CCG84093.1,CCG84093.1,CCG84093.1
XP_018227438.1,CCG84298.1,CCG84298.1,CCG84298.1,CCG84298.1
XP_018224896.1,CCG83409.1,CCG83409.1,CCG83409.1,CCG83409.1
XP_018226771.1,CCG84688.1,CCG84688.1,CCG84688.1,CCG84688.1
XP_018227134.1,CCG83081.1,CCG83081.1,CCG83081.1,CCG83081.1
XP_018224484.1,CCG84777.1,CCG84777.1,CCG84777.1,CCG84777.1
XP_018226029.1,CCG83114.1,CCG83114.1,CCG83114.1,CCG83114.1
XP_018226633.1,CCG84791.1,CCG84791.1,CCG84791.1,CCG84791.1
XP_018224351.1,CCG83135.1,CCG83135.1,CCG83135.1,CCG83135.1
XP_018224498.1,CCG84441.1,CCG84441.1,CCG84441.1,CCG84441.1
XP_018225621.1,CCG80791.1,CCG80791.1,CCG80791.1,CCG80791.1
XP_018224295.1,CCG81722.1,CCG81722.1,CCG81722.1,CCG81722.1
XP_018225325.1,CCG84298.1,CCG84298.1,CCG84298.1,CCG84298.1
XP_018226903.1,CCG82481.1,CCG82481.1,CCG82481.1,CCG82481.1
XP_018226933.1,CCG83509.1,CCG83509.1,CCG83509.1,CCG83509.1
XP_018224396.1,CCG81247.1,CCG81247.1,CCG81247.1,CCG81247.1
XP_018227113.1,CCG80534.1,CCG80534.1,CCG80534.1,CCG80534.1
XP_018224750.1,CCG81059.1,CCG81059.1,CCG81059.1,CCG81059.1
XP_018227103.1,CCG81312.1,CCG81312.1,CCG81312.1,CCG81312.1
XP_018227729.1,CCG81864.1,CCG81864.1,CCG81751.1,CCG81864.1
XP_018225222.1,CCG83461.1,CCG83461.1,CCG83461.1,CCG83461.1
XP_018225709.1,CCG81645.1,CCG81645.1,CCG81645.1,CCG81645.1
XP_018225935.1,CCG80772.1,CCG80772.1,CCG80772.1,CCG80772.1
XP_018226329.1,CCG82347.1,CCG82347.1,CCG82347.1,CCG82347.1
XP_018224271.1,CCG81866.1,CCG81866.1,CCG81866.1,CCG81866.1
XP_018224375.1,CCG83954.1,CCG83954.1,CCG83954.1,CCG83954.1
XP_018224549.1,CCG84446.1,CCG84446.1,CCG84446.1,CCG84446.1
XP_018225739.1,CCG84252.1,CCG84252.1,CCG84252.1,CCG84252.1
XP_018224357.1,CCG81635.1,CCG81635.1,CCG81635.1,CCG81635.1
XP_018224659.1,CCG84484.1,CCG84484.1,CCG84484.1,CCG84484.1
XP_018227637.1,CCG83190.1,CCG83190.1,CCG83190.1,CCG83190.1
XP_018224352.1,CCG82739.1,CCG82739.1,CCG82739.1,CCG82739.1
XP_018226184.1,CCG84956.1,CCG84956.1,CCG84956.1,CCG84956.1
XP_018227308.1,CCG83776.1,CCG83776.1,CCG83776.1,CCG83776.1
XP_018225075.1,CCX35431.1,CCX35431.1,CCX35431.1,CCX35431.1
XP_018227388.1,CCG83100.1,CCG83100.1,CCG83100.1,CCG83100.1
XP_018224701.1,CCG83244.1,CCG83244.1,CCG83244.1,CCG83244.1
XP_018224884.1,CCG83412.1,CCG83412.1,CCG83412.1,CCG83412.1
XP_018226808.1,CCG82615.1,CCG82615.1,CCG82615.1,CCG82615.1
XP_018224619.1,CCG82467.1,CCG82467.1,CCG82467.1,CCG82467.1
XP_018226902.1,CCG82112.1,CCG82112.1,CCG82112.1,CCG82112.1
XP_018224720.1,CCG84227.1,CCG84227.1,CCG84227.1,CCG84227.1
XP_018227093.1,CCG81197.1,CCG81197.1,CCG81197.1,CCG81197.1
XP_018225407.1,CCG84960.1,CCG84960.1,CCG84960.1,CCG84960.1
XP_018225426.1,CCG84399.1,CCG84399.1,CCG84399.1,CCG84399.1
XP_018225314.1,CCG83859.1,CCG83859.1,CCG83859.1,CCG83859.1
XP_018226650.1,CCG80816.1,CCG80816.1,CCG80816.1,CCG80816.1
XP_018224964.1,CCG82099.1,CCG82099.1,CCG82099.1,CCG82099.1
XP_018226768.1,CCG83321.1,CCG83321.1,CCG83321.1,CCG83321.1
XP_018224902.1,CCG83791.1,CCG83791.1,CCG83791.1,CCG83791.1
XP_018225675.1,CCG82974.1,CCG82974.1,CCG82974.1,CCG82974.1
XP_018225510.1,CCG83769.1,CCG83769.1,CCG83769.1,CCG83769.1
XP_018226684.1,CCG81039.1,CCG81039.1,CCG81039.1,CCG81039.1
XP_018226885.1,CCG80577.1,CCG80577.1,CCG80577.1,CCG80577.1
XP_018224769.1,CCG80957.1,CCG80957.1,CCG80957.1,CCG80957.1
XP_018225477.1,CCG84024.1,CCG84024.1,CCG84024.1,CCG84024.1
XP_018226457.1,CCG81211.1,CCG81211.1,CCG81211.1,CCG81211.1
XP_018227661.1,CCG83791.1,CCG83791.1,CCG83791.1,CCG83791.1
XP_018225106.1,CCX35449.1,CCX35449.1,CCX35449.1,CCX35449.1
XP_018226953.1,CCG83309.1,CCG83309.1,CCG83309.1,CCG83309.1
XP_018227748.1,CCG80736.1,CCG80736.1,CCG80736.1,CCG80736.1
XP_018225948.1,CCG80783.1,CCG80783.1,CCG80783.1,CCG80783.1
XP_018226396.1,CCG81404.1,CCG81404.1,CCG81404.1,CCG81404.1
XP_018226544.1,CCG81685.1,CCG81685.1,CCG81685.1,CCG81685.1
XP_018227036.1,CCG81685.1,CCG81685.1,CCG81685.1,CCG81685.1
XP_018225206.1,CCG82822.1,CCG82822.1,CCG82822.1,CCG82822.1
XP_018225762.1,CCG81473.1,CCG81473.1,CCG83512.1,CCG81473.1
XP_018227702.1,CCG82355.1,CCG82355.1,CCG82355.1,CCG82355.1
XP_018224314.1,CCG84309.1,CCG84309.1,CCG84309.1,CCG84309.1
XP_018225420.1,CCG83364.1,CCG83364.1,CCG83364.1,CCG83364.1
XP_018225480.1,CCG81127.1,CCG81127.1,CCG81127.1,CCG81127.1
XP_018225643.1,CCG81000.1,CCG81000.1,CCG81000.1,CCG81000.1
XP_018226530.1,CCG84005.1,CCG84005.1,CCG84005.1,CCG84005.1
XP_018226823.1,CCG82414.1,CCG82414.1,CCG82414.1,CCG82414.1
XP_018225009.1,CCG82296.1,CCG82296.1,CCG82296.1,CCG82296.1
XP_018225973.1,CCG83180.1,CCG83180.1,CCG83180.1,CCG83180.1
XP_018225989.1,CCG81237.1,CCG81237.1,CCG81237.1,CCG81237.1
XP_018227376.1,CCG82891.1,CCG82891.1,CCG82891.1,CCG82891.1
XP_018227741.1,CCG81448.1,CCG81448.1,CCG81448.1,CCG81448.1
XP_018226947.1,CCG83671.1,CCG83671.1,CCG83671.1,CCG83671.1
XP_018225266.1,CCG82923.1,CCG82923.1,CCG82923.1,CCG82923.1
XP_018227043.1,CCG82456.1,CCG82456.1,CCG82456.1,CCG82456.1
XP_018227265.1,CCG80808.1,CCG80808.1,CCG80808.1,CCG80808.1
XP_018225067.1,CCG80816.1,CCG80816.1,CCG80816.1,CCG80816.1
XP_018226166.1,CCG84554.1,CCG84554.1,CCG84554.1,CCG84554.1
XP_018226918.1,CCG84293.1,CCG84293.1,CCG84293.1,CCG84293.1
XP_018224259.1,CCG83153.1,CCG83153.1,CCG83153.1,CCG83153.1
XP_018225187.1,CCG82514.1,CCG82514.1,CCG82514.1,CCG82514.1
XP_018226634.1,CCG84790.1,CCG84790.1,CCG84790.1,CCG84790.1
XP_018227225.1,CCG80821.1,CCG80821.1,CCG80821.1,CCG80821.1
XP_018224191.1,CCG83315.1,CCG83315.1,CCG83315.1,CCG83315.1
XP_018224210.1,CCG81528.1,CCG81528.1,CCG81528.1,CCG81528.1
XP_018225265.1,CCG83970.1,CCG83970.1,CCG83970.1,CCG83970.1
XP_018225938.1,CCG81368.1,CCG81368.1,CCG81368.1,CCG81368.1
XP_018224430.1,CCG82580.1,CCG82580.1,CCG82580.1,CCG82580.1
XP_018225463.1,CCG84892.1,CCG84892.1,CCG84892.1,CCG84892.1
XP_018227685.1,CCG80696.1,CCG80696.1,CCG80696.1,CCG80696.1
XP_018225264.1,CCG83477.1,CCG83477.1,CCG83477.1,CCG83477.1
XP_018225546.1,CCG84331.1,CCG84331.1,CCG84331.1,CCG84331.1
XP_018224824.1,CCX35449.1,CCX35449.1,CCX35449.1,CCX35449.1
XP_018225518.1,CCG84554.1,CCG84554.1,CCG84554.1,CCG84554.1
XP_018225695.1,CCG84131.1,CCG84131.1,CCG84131.1,CCG84131.1
XP_018226878.1,CCG84040.1,CCG84040.1,CCG84040.1,CCG84040.1
XP_018225114.1,CCG82927.1,CCG82927.1,CCG82927.1,CCG82927.1
XP_018225203.1,CCG82364.1,CCG82364.1,CCG82364.1,CCG82364.1
XP_018226006.1,CCG81229.1,CCG81229.1,CCG81229.1,CCG81229.1
XP_018226120.1,CCG84140.1,CCG84140.1,CCG84140.1,CCG84140.1
XP_018224267.1,CCG81300.1,CCG81300.1,CCG81300.1,CCG81300.1
XP_018226742.1,CCG82451.1,CCG82451.1,CCG82451.1,CCG82451.1
XP_018226162.1,CCG83450.1,CCG83450.1,CCG83450.1,CCG83450.1
XP_018226575.1,CCG83560.1,CCG83560.1,CCG83560.1,CCG83560.1
XP_018227731.1,CCG84484.1,CCG84484.1,CCG84484.1,CCG84484.1
XP_018224706.1,CCG81588.1,CCG81588.1,CCG81588.1,CCG81588.1
XP_018226147.1,CCG82746.1,CCG82746.1,CCG82746.1,CCG82746.1
XP_018226934.1,CCG82098.1,CCG82098.1,CCG82098.1,CCG82098.1
XP_018227357.1,CCG84348.1,CCG84348.1,CCG84348.1,CCG84348.1
XP_018227556.1,CCG85137.1,CCG85137.1,CCG85137.1,CCG85137.1
XP_018227744.1,CCG84352.1,CCG84352.1,CCG84352.1,CCG84352.1
XP_018224285.1,CCG80701.1,CCG80701.1,CCG80701.1,CCG80701.1
XP_018227089.1,CCG83013.1,CCG83013.1,CCG83013.1,CCG83013.1
XP_018224522.1,CCG83309.1,CCG83309.1,CCG83309.1,CCG83309.1
XP_018225423.1,CCG83354.1,CCG83354.1,CCG83354.1,CCG83354.1
XP_018225568.1,CCG81828.1,CCG81828.1,CCG81828.1,CCG81828.1
XP_018226830.1,CCG83127.1,CCG83127.1,CCG83127.1,CCG83127.1
XP_018227121.1,CCG84974.1,CCG84974.1,CCG84974.1,CCG84974.1
XP_018224564.1,CCG84011.1,CCG84011.1,CCG84011.1,CCG84011.1
XP_018224702.1,CCG83245.1,CCG83245.1,CCG83245.1,CCG83245.1
XP_018225219.1,CCG82502.1,CCG82502.1,CCG82502.1,CCG82502.1
XP_018225655.1,CCG84956.1,CCG84956.1,CCG84956.1,CCG84956.1
XP_018226942.1,CCG83200.1,CCG83200.1,CCG83200.1,CCG83200.1
XP_018227630.1,CCG83164.1,CCG83164.1,CCG83164.1,CCG83164.1
XP_018225593.1,CCG80900.1,CCG80900.1,CCG80900.1,CCG80900.1
XP_018225942.1,CCG84484.1,CCG84484.1,CCG84484.1,CCG84484.1
XP_018227086.1,CCG82633.1,CCG82633.1,CCG82633.1,CCG82633.1
XP_018224339.1,CCG83072.2,CCG83072.2,CCG83072.2,CCG83072.2
XP_018224700.1,CCG83238.1,CCG83238.1,CCG83238.1,CCG83238.1
XP_018225213.1,CCG82652.1,CCG82652.1,CCG82652.1,CCG82652.1
XP_018225894.1,CCG83450.1,CCG83450.1,CCG83450.1,CCG83450.1
XP_018225186.1,CCG82507.1,CCG82507.1,CCG82507.1,CCG82507.1
XP_018225831.1,CCG84103.1,CCG84103.1,CCG84103.1,CCG84103.1
XP_018227029.1,CCG83473.1,CCG83473.1,CCG83473.1,CCG83473.1
XP_018227078.1,CCG81367.1,CCG81367.1,CCG81367.1,CCG81367.1
XP_018224882.1,CCG83519.1,CCG83519.1,CCG83519.1,CCG83519.1
XP_018225436.1,CCG81068.1,CCG81068.1,CCG81068.1,CCG81068.1
XP_018226372.1,CCG81109.1,CCG81109.1,CCG81109.1,CCG81109.1
XP_018224323.1,CCG83578.1,CCG83578.1,CCG83578.1,CCG83578.1
XP_018226267.1,CCG82875.1,CCG82875.1,CCG82875.1,CCG82875.1
XP_018226346.1,CCG81088.1,CCG81088.1,CCG81088.1,CCG81088.1
XP_018226940.1,CCG84541.1,CCG84541.1,CCG84541.1,CCG84541.1
XP_018227501.1,CCG82324.1,CCG82324.1,CCG82324.1,CCG82324.1
XP_018224757.1,CCG81373.1,CCG81373.1,CCG81373.1,CCG81373.1
XP_018226841.1,CCG81578.1,CCG81578.1,CCG81578.1,CCG81578.1
XP_018227245.1,CCG81126.1,CCG81126.1,CCG81126.1,CCG81126.1
XP_018226300.1,CCG84404.1,CCG84404.1,CCG84404.1,CCG84404.1
XP_018226377.1,CCG82112.1,CCG82112.1,CCG82112.1,CCG82112.1
XP_018226574.1,CCG84855.1,CCG84855.1,CCG84855.1,CCG84855.1
XP_018224885.1,CCG83396.1,CCG83396.1,CCG83396.1,CCG83396.1
XP_018226393.1,CCG81445.1,CCG81445.1,CCG81445.1,CCG81445.1
XP_018226397.1,CCG82797.1,CCG82797.1,CCG82797.1,CCG82797.1
XP_018224849.1,CCG84541.1,CCG84541.1,CCG84541.1,CCG84541.1
XP_018226005.1,CCG84442.1,CCG84442.1,CCG84442.1,CCG84442.1
XP_018227499.1,CCG81148.1,CCG81148.1,CCG81148.1,CCG81148.1
XP_018224580.1,CCG82083.1,CCG82083.1,CCG82083.1,CCG82083.1
XP_018226378.1,CCG81919.1,CCG81919.1,CCG81919.1,CCG81919.1
XP_018226515.1,CCG83295.1,CCG83295.1,CCG83295.1,CCG83295.1
XP_018227237.1,CCG80622.1,CCG80622.1,CCG80622.1,CCG80622.1
XP_018225771.1,CCG83274.1,CCG83274.1,CCG83274.1,CCG83274.1
XP_018227553.1,CCG81255.1,CCG81255.1,CCG81255.1,CCG81255.1
XP_018225378.1,CCG83309.1,CCG83309.1,CCG83309.1,CCG83309.1
XP_018225563.1,CCG81368.1,CCG81368.1,CCG81368.1,CCG81368.1
XP_018225680.1,CCG83204.1,CCG83204.1,CCG83204.1,CCG83204.1
