,bfs,bts,graph,faiss
XP_018230136.1,NP_010971.1,NP_010971.1,NP_010971.1,NP_010971.1
XP_018228199.1,NP_001342810.1,NP_001342810.1,NP_001342810.1,NP_001342810.1
XP_018230133.1,NP_013439.1,NP_013439.1,NP_013439.1,NP_013439.1
XP_018231387.1,NP_588547.1,NP_588547.1,NP_588547.1,NP_588547.1
XP_018228677.1,NP_013102.1,NP_013102.1,NP_013102.1,NP_013102.1
XP_018228662.1,NP_594697.1,NP_594697.1,NP_594697.1,NP_594697.1
XP_018229140.1,NP_593497.1,NP_593497.1,NP_593497.1,NP_593497.1
XP_018229206.1,NP_594430.1,NP_594430.1,NP_594430.1,NP_594430.1
XP_018229492.1,NP_595266.2,NP_595266.2,NP_595266.2,NP_595266.2
XP_018229681.1,CCG84484.1,CCG84484.1,CCG84484.1,CCG84484.1
XP_018231413.1,NP_001342802.1,NP_001342802.1,NP_001342802.1,NP_001342802.1
XP_018229276.1,CCG81440.1,CCG81440.1,CCG81440.1,CCG81440.1
XP_018230359.1,NP_595973.1,NP_595973.1,NP_595973.1,NP_595973.1
XP_018231252.1,NP_593032.1,NP_593032.1,NP_593032.1,NP_593032.1
XP_018231455.1,NP_594953.1,NP_594953.1,NP_594953.1,NP_594953.1
XP_018228709.1,NP_596274.1,NP_596274.1,NP_596274.1,NP_596274.1
XP_018230725.1,NP_010552.3,NP_010552.3,NP_010552.3,NP_010552.3
XP_018228172.1,NP_012490.1,NP_012490.1,NP_012490.1,NP_012490.1
XP_018229893.1,NP_594693.1,NP_594693.1,NP_594693.1,NP_594693.1
XP_018231254.1,NP_593031.1,NP_593031.1,NP_593031.1,NP_593031.1
XP_018228890.1,NP_592911.1,NP_592911.1,NP_592911.1,NP_592911.1
XP_018230051.1,NP_587902.1,NP_587902.1,NP_587902.1,NP_587902.1
XP_018230581.1,NP_596107.1,NP_596107.1,NP_596107.1,NP_596107.1
XP_018228014.1,NP_593571.1,NP_593571.1,NP_009612.1,NP_593571.1
XP_018231372.1,CCG82483.1,CCG82483.1,CCG82483.1,CCG82483.1
XP_018229370.1,NP_595985.1,NP_595985.1,NP_595985.1,NP_595985.1
XP_018230288.1,NP_593368.1,NP_593368.1,NP_593368.1,NP_593368.1
XP_018230589.1,NP_014174.1,NP_014174.1,NP_014174.1,NP_014174.1
XP_018227919.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018228625.1,NP_588105.1,NP_588105.1,NP_588105.1,NP_588105.1
XP_018231236.1,NP_001342869.1,NP_001342869.1,NP_001342869.1,NP_001342869.1
XP_018228612.1,NP_015485.1,NP_015485.1,NP_015485.1,NP_015485.1
XP_018229573.1,NP_012579.1,NP_012579.1,NP_012579.1,NP_012579.1
XP_018229728.1,NP_010450.3,NP_010450.3,NP_010450.3,NP_010450.3
XP_018230404.1,NP_594295.1,NP_594295.1,NP_594295.1,NP_594295.1
XP_018230973.1,NP_014849.3,NP_014849.3,NP_014849.3,NP_014849.3
XP_018229233.1,NP_587840.1,NP_587840.1,NP_587840.1,NP_587840.1
XP_018229589.1,NP_587700.1,NP_587700.1,NP_587700.1,NP_587700.1
XP_018229747.1,NP_594694.1,NP_594694.1,NP_594694.1,NP_594694.1
XP_018229838.1,NP_588421.1,NP_588421.1,NP_588421.1,NP_588421.1
XP_018230554.1,NP_001342751.1,NP_001342751.1,NP_001342751.1,NP_001342751.1
XP_018229558.1,NP_010509.1,NP_010509.1,NP_010509.1,NP_010509.1
XP_018228554.1,NP_010746.1,NP_010746.1,NP_010746.1,NP_010746.1
XP_018229190.1,NP_594429.1,NP_594429.1,NP_594429.1,NP_594429.1
XP_018230650.1,NP_593574.2,NP_593574.2,NP_593574.2,NP_593574.2
XP_018227964.1,NP_588369.1,NP_588369.1,NP_588369.1,NP_588369.1
XP_018228434.1,NP_593546.1,NP_593546.1,NP_593546.1,NP_593546.1
XP_018229732.1,NP_595570.1,NP_595570.1,NP_595570.1,NP_595570.1
XP_018230452.1,NP_588442.1,NP_588442.1,NP_588442.1,NP_588442.1
XP_018228508.1,NP_588115.1,NP_588115.1,NP_588115.1,NP_588115.1
XP_018229582.1,NP_001018264.1,NP_001018264.1,NP_001018264.1,NP_001018264.1
XP_018230263.1,NP_595310.1,NP_595310.1,NP_595310.1,NP_595310.1
XP_018227877.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018228665.1,NP_012753.2,NP_012753.2,NP_012753.2,NP_012753.2
XP_018231248.1,NP_011959.1,NP_011959.1,NP_011959.1,NP_011959.1
XP_018229795.1,NP_588225.1,NP_588225.1,NP_588225.1,NP_588225.1
XP_018229314.1,NP_588374.1,NP_588374.1,NP_588374.1,NP_588374.1
XP_018231414.1,NP_009561.2,NP_009561.2,NP_009561.2,NP_009561.2
XP_018231175.1,NP_596202.1,NP_596202.1,NP_596202.1,NP_596202.1
XP_018228917.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018230316.1,NP_594815.1,NP_594815.1,NP_594815.1,NP_594815.1
XP_018230615.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018231399.1,NP_001018270.2,NP_001018270.2,NP_001018270.2,NP_001018270.2
XP_018228088.1,NP_594172.4,NP_594172.4,NP_594172.4,NP_594172.4
XP_018228752.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018228475.1,NP_595936.2,NP_595936.2,NP_595936.2,NP_595936.2
XP_018228684.1,NP_587719.1,NP_587719.1,NP_587719.1,NP_587719.1
XP_018231049.1,NP_588206.1,NP_588206.1,NP_588206.1,NP_588206.1
XP_018228807.1,NP_596450.1,NP_596450.1,NP_596450.1,NP_596450.1
XP_018229489.1,NP_596737.1,NP_596737.1,NP_596737.1,NP_596737.1
XP_018229910.1,NP_593746.1,NP_593746.1,NP_593746.1,NP_593746.1
XP_018230087.1,NP_001342859.1,NP_001342859.1,NP_001342859.1,NP_001342859.1
XP_018231134.1,NP_001342854.1,NP_001342854.1,NP_001342854.1,NP_001342854.1
XP_018228458.1,NP_013505.4,NP_013505.4,NP_013505.4,NP_013505.4
XP_018230043.1,NP_014405.1,NP_014405.1,NP_014405.1,NP_014405.1
XP_018230395.1,NP_596392.1,NP_596392.1,NP_596392.1,NP_596392.1
XP_018230758.1,NP_015010.1,NP_015010.1,NP_015010.1,NP_015010.1
XP_018228168.1,NP_596582.1,NP_596582.1,NP_596582.1,NP_596582.1
XP_018230150.1,NP_596521.1,NP_596521.1,NP_596521.1,NP_596521.1
XP_018229350.1,NP_015282.1,NP_015282.1,NP_015282.1,NP_015282.1
XP_018230038.1,NP_596325.1,NP_596325.1,NP_596325.1,NP_596325.1
XP_018228880.1,NP_015406.1,NP_015406.1,NP_015406.1,NP_015406.1
XP_018229790.1,NP_596339.1,NP_596339.1,NP_596339.1,NP_596339.1
XP_018231258.1,NP_015232.1,NP_015232.1,NP_015232.1,NP_015232.1
XP_018228284.1,NP_001342837.1,NP_001342837.1,NP_001342837.1,NP_001342837.1
XP_018228469.1,NP_593065.1,NP_593065.1,NP_593065.1,NP_593065.1
XP_018231100.1,NP_015206.1,NP_015206.1,NP_015206.1,NP_015206.1
XP_018229735.1,NP_013098.1,NP_013098.1,NP_013098.1,NP_013098.1
XP_018230943.1,NP_593626.1,NP_593626.1,NP_593626.1,NP_593626.1
XP_018228179.1,NP_001342791.1,NP_001342791.1,NP_001342791.1,NP_001342791.1
XP_018228765.1,NP_587765.1,NP_587765.1,NP_587765.1,NP_587765.1
XP_018229611.1,NP_596289.1,NP_596289.1,NP_596289.1,NP_596289.1
XP_018229670.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018229800.1,NP_587725.1,NP_587725.1,NP_587725.1,NP_587725.1
XP_018227805.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018228114.1,NP_594524.1,NP_594524.1,NP_594524.1,NP_594524.1
XP_018229031.1,NP_015140.1,NP_015140.1,NP_015140.1,NP_015140.1
XP_018228786.1,NP_593800.1,NP_593800.1,NP_593800.1,NP_593800.1
XP_018229033.1,NP_593079.1,NP_593079.1,NP_593079.1,NP_593079.1
XP_018230085.1,NP_012111.1,NP_012111.1,NP_012111.1,NP_012111.1
XP_018230419.1,NP_596134.1,NP_596134.1,NP_596134.1,NP_596134.1
XP_018230465.1,CCG84404.1,CCG84404.1,CCG84404.1,CCG84404.1
XP_018230731.1,NP_587769.1,NP_587769.1,NP_587769.1,NP_587769.1
XP_018228567.1,NP_587977.2,NP_587977.2,NP_587977.2,NP_587977.2
XP_018231153.1,NP_596366.1,NP_596366.1,NP_596366.1,NP_596366.1
XP_018228250.1,NP_596573.1,NP_596573.1,NP_596573.1,NP_596573.1
XP_018231421.1,NP_015436.1,NP_015436.1,NP_015436.1,NP_015436.1
XP_018228466.1,NP_001342939.1,NP_001342939.1,NP_001342939.1,NP_001342939.1
XP_018229077.1,CCG83053.1,CCG83053.1,CCG83053.1,CCG83053.1
XP_018229425.1,NP_013643.1,NP_013643.1,NP_013643.1,NP_013643.1
XP_018230524.1,NP_596554.1,NP_596554.1,NP_596554.1,NP_596554.1
XP_018228001.1,NP_594918.1,NP_594918.1,NP_594918.1,NP_594918.1
XP_018228653.1,NP_595681.1,NP_595681.1,NP_595681.1,NP_595681.1
XP_018228968.1,NP_592910.3,NP_592910.3,NP_592910.3,NP_592910.3
XP_018229368.1,NP_596107.1,NP_596107.1,NP_596107.1,NP_596107.1
XP_018229629.1,NP_010778.3,NP_010778.3,NP_010778.3,NP_010778.3
XP_018231275.1,NP_595729.1,NP_595729.1,NP_595729.1,NP_595729.1
XP_018228138.1,NP_014797.1,NP_014797.1,NP_014797.1,NP_014797.1
XP_018228388.1,NP_596421.1,NP_596421.1,NP_596421.1,NP_596421.1
XP_018231065.1,NP_593425.1,NP_593425.1,NP_593425.1,NP_593425.1
XP_018227836.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018229309.1,NP_593767.1,NP_593767.1,NP_593767.1,NP_593767.1
XP_018230495.1,NP_596210.1,NP_596210.1,NP_596210.1,NP_596210.1
XP_018230548.1,NP_588092.1,NP_588092.1,NP_588092.1,NP_588092.1
XP_018230068.1,NP_596321.2,NP_596321.2,NP_596321.2,NP_596321.2
XP_018231202.1,NP_596047.1,NP_596047.1,NP_596047.1,NP_596047.1
XP_018231305.1,NP_594025.2,NP_594025.2,NP_594025.2,NP_594025.2
XP_018230017.1,NP_014676.1,NP_014676.1,NP_014676.1,NP_014676.1
XP_018231513.1,NP_593214.2,NP_593214.2,NP_593214.2,NP_593214.2
XP_018228427.1,NP_596426.1,NP_596426.1,NP_596426.1,NP_596426.1
XP_018230132.1,NP_596059.1,NP_596059.1,NP_596059.1,NP_596059.1
XP_018229789.1,NP_587777.1,NP_587777.1,NP_587777.1,NP_587777.1
XP_018229871.1,NP_593231.2,NP_593231.2,NP_593231.2,NP_593231.2
XP_018228229.1,NP_595438.1,NP_595438.1,NP_595438.1,NP_595438.1
XP_018228960.1,NP_593137.1,NP_593137.1,NP_593137.1,NP_593137.1
XP_018229303.1,NP_596660.1,NP_596660.1,NP_596660.1,NP_596660.1
XP_018229788.1,NP_596345.1,NP_596345.1,NP_596345.1,NP_596345.1
XP_018229881.1,NP_595488.1,NP_595488.1,NP_595488.1,NP_595488.1
XP_018228663.1,NP_594243.1,NP_594243.1,NP_594243.1,NP_594243.1
XP_018228376.1,NP_593498.1,NP_593498.1,NP_593498.1,NP_593498.1
XP_018228596.1,NP_012450.1,NP_012450.1,NP_012450.1,NP_012450.1
XP_018231177.1,NP_013837.1,NP_013837.1,NP_013837.1,NP_013837.1
XP_018230865.1,NP_595202.1,NP_595202.1,NP_595202.1,NP_595202.1
XP_018228068.1,NP_593382.1,NP_593382.1,NP_593382.1,NP_593382.1
XP_018229003.1,NP_596758.1,NP_596758.1,NP_596758.1,NP_596758.1
XP_018230267.1,NP_593962.1,NP_593962.1,NP_593962.1,NP_593962.1
XP_018231335.1,NP_593560.1,NP_593560.1,NP_593560.1,NP_593560.1
XP_018228728.1,NP_594288.2,NP_594288.2,NP_594288.2,NP_594288.2
XP_018229282.1,NP_596628.1,NP_596628.1,NP_596628.1,NP_596628.1
XP_018229465.1,NP_596435.1,NP_596435.1,NP_596435.1,NP_596435.1
XP_018229637.1,NP_010376.3,NP_010376.3,NP_010376.3,NP_010376.3
XP_018231003.1,NP_001342933.1,NP_001342933.1,NP_001342933.1,NP_001342933.1
XP_018231036.1,NP_011737.2,NP_011737.2,NP_011737.2,NP_011737.2
XP_018231310.1,NP_009689.3,NP_009689.3,NP_009689.3,NP_009689.3
XP_018229089.1,NP_594272.1,NP_594272.1,NP_594272.1,NP_594272.1
XP_018230260.1,NP_595996.1,NP_595996.1,NP_595996.1,NP_595996.1
XP_018229010.1,NP_588365.1,NP_588365.1,NP_588365.1,NP_588365.1
XP_018229609.1,NP_595617.1,NP_595617.1,NP_595617.1,NP_595617.1
XP_018229806.1,NP_596625.1,NP_596625.1,NP_596625.1,NP_596625.1
XP_018231476.1,NP_596761.1,NP_596761.1,NP_596761.1,NP_596761.1
XP_018228136.1,NP_011416.3,NP_011416.3,NP_011416.3,NP_011416.3
XP_018228107.1,NP_596092.1,NP_596092.1,NP_596092.1,NP_596092.1
XP_018228558.1,NP_001342971.1,NP_001342971.1,NP_001342971.1,NP_001342971.1
XP_018229854.1,NP_596527.1,NP_596527.1,NP_596527.1,NP_596527.1
XP_018228364.1,NP_593419.1,NP_593419.1,NP_593419.1,NP_593419.1
XP_018228575.1,NP_593419.1,NP_593419.1,NP_593419.1,NP_593419.1
XP_018229146.1,CCG83283.1,CCG83283.1,CCG83283.1,CCG83283.1
XP_018230873.1,NP_595354.1,NP_595354.1,NP_595354.1,NP_595354.1
XP_018230516.1,NP_596285.1,NP_596285.1,NP_596285.1,NP_596285.1
XP_018229884.1,NP_011792.1,NP_011792.1,NP_011792.1,NP_011792.1
XP_018230127.1,NP_595092.1,NP_595092.1,NP_595092.1,NP_595092.1
XP_018230482.1,NP_001018282.1,NP_001018282.1,NP_001018282.1,NP_001018282.1
XP_018228415.1,NP_010513.1,NP_010513.1,NP_010513.1,NP_010513.1
XP_018230944.1,CCG82265.1,CCG82265.1,CCG82265.1,CCG82265.1
XP_018231495.1,NP_596764.1,NP_596764.1,NP_596764.1,NP_596764.1
XP_018229331.1,NP_595149.1,NP_595149.1,NP_595149.1,NP_595149.1
XP_018230519.1,NP_015209.1,NP_015209.1,NP_015209.1,NP_015209.1
XP_018230728.1,NP_595845.1,NP_595845.1,NP_595845.1,NP_595845.1
XP_018228702.1,NP_587912.1,NP_587912.1,NP_587912.1,NP_587912.1
XP_018228816.1,NP_010334.1,NP_010334.1,NP_010334.1,NP_010334.1
XP_018229843.1,NP_596771.1,NP_596771.1,NP_596771.1,NP_596771.1
XP_018228817.1,NP_596345.1,NP_596345.1,NP_596345.1,NP_596345.1
XP_018230932.1,NP_595186.1,NP_595186.1,NP_595186.1,NP_595186.1
XP_018229595.1,NP_594129.1,NP_594129.1,NP_594129.1,NP_594129.1
XP_018229835.1,NP_592894.1,NP_592894.1,NP_592894.1,NP_592894.1
XP_018231160.1,NP_594367.1,NP_594367.1,NP_594367.1,NP_594367.1
XP_018231356.1,CCG82414.1,CCG82414.1,CCG82414.1,CCG82414.1
XP_018228778.1,NP_588027.1,NP_588027.1,NP_588027.1,NP_588027.1
XP_018229076.1,NP_594788.2,NP_594788.2,NP_594788.2,NP_594788.2
XP_018229404.1,NP_594733.2,NP_594733.2,NP_594733.2,NP_594733.2
XP_018229443.1,NP_009759.3,NP_009759.3,NP_009759.3,NP_009759.3
XP_018231448.1,NP_594442.1,NP_594442.1,NP_594442.1,NP_594442.1
XP_018229757.1,NP_013184.1,NP_013184.1,NP_013184.1,NP_013184.1
XP_018231041.1,NP_596048.2,NP_596048.2,NP_596048.2,NP_596048.2
XP_018231277.1,NP_593576.1,NP_593576.1,NP_593576.1,NP_593576.1
XP_018228203.1,NP_596207.1,NP_596207.1,NP_596207.1,NP_596207.1
XP_018231449.1,CCG84102.1,CCG84102.1,CCG84102.1,CCG84102.1
XP_018228303.1,NP_595945.1,NP_595945.1,NP_595945.1,NP_595945.1
XP_018229115.1,NP_593123.1,NP_593123.1,NP_593123.1,NP_593123.1
XP_018229343.1,NP_596405.1,NP_596405.1,NP_596405.1,NP_596405.1
XP_018228720.1,NP_013065.1,NP_013065.1,NP_013065.1,NP_013065.1
XP_018228988.1,NP_593436.1,NP_593436.1,NP_593436.1,NP_593436.1
XP_018230494.1,NP_596441.2,NP_596441.2,NP_596441.2,NP_596441.2
XP_018229914.1,NP_013378.1,NP_013378.1,NP_013378.1,NP_013378.1
XP_018228353.1,NP_596548.2,NP_596548.2,NP_596548.2,NP_596548.2
XP_018228360.1,NP_001342965.1,NP_001342965.1,NP_001342965.1,NP_001342965.1
XP_018228398.1,NP_116654.1,NP_116654.1,NP_116654.1,NP_116654.1
XP_018228996.1,NP_595892.1,NP_595892.1,NP_595892.1,NP_595892.1
XP_018228200.1,NP_595432.1,NP_595432.1,NP_595432.1,NP_595432.1
XP_018228690.1,NP_588450.1,NP_588450.1,NP_588450.1,NP_588450.1
XP_018230088.1,NP_012535.3,NP_012535.3,NP_012535.3,NP_012535.3
XP_018230187.1,NP_592975.1,NP_592975.1,NP_592975.1,NP_592975.1
XP_018227780.1,NP_009443.1,NP_009443.1,CCG81168.1,NP_009443.1
XP_018228875.1,NP_593419.1,NP_593419.1,NP_593419.1,NP_593419.1
XP_018229796.1,NP_592922.1,NP_592922.1,NP_592922.1,NP_592922.1
XP_018228531.1,NP_593787.1,NP_593787.1,NP_593787.1,NP_593787.1
XP_018231063.1,NP_593564.1,NP_593564.1,NP_593564.1,NP_593564.1
XP_018231157.1,NP_014321.3,NP_014321.3,NP_014321.3,NP_014321.3
XP_018228440.1,NP_593551.1,NP_593551.1,NP_593551.1,NP_593551.1
XP_018230009.1,NP_588406.1,NP_588406.1,NP_588406.1,NP_588406.1
XP_018230583.1,NP_012337.1,NP_012337.1,NP_012337.1,NP_012337.1
XP_018231389.1,NP_013354.1,NP_013354.1,NP_013354.1,NP_013354.1
XP_018229356.1,NP_596110.3,NP_596110.3,NP_596110.3,NP_596110.3
XP_018229802.1,NP_588220.1,NP_588220.1,NP_588220.1,NP_588220.1
XP_018230202.1,NP_010513.1,NP_010513.1,NP_010513.1,NP_010513.1
XP_018231111.1,CCG85181.1,CCG85181.1,NP_116641.1,CCG85181.1
XP_018228368.1,NP_014996.3,NP_014996.3,NP_014996.3,NP_014996.3
XP_018228799.1,NP_009934.1,NP_009934.1,NP_009934.1,NP_009934.1
XP_018229474.1,NP_011585.3,NP_011585.3,NP_011585.3,NP_011585.3
XP_018230398.1,NP_594450.1,NP_594450.1,NP_594450.1,NP_594450.1
XP_018230793.1,NP_594808.1,NP_594808.1,NP_594808.1,NP_594808.1
XP_018229364.1,NP_012927.3,NP_012927.3,NP_012927.3,NP_012927.3
XP_018230553.1,NP_595293.1,NP_595293.1,NP_595293.1,NP_595293.1
XP_018230628.1,NP_588123.1,NP_588123.1,NP_588123.1,NP_588123.1
XP_018231485.1,NP_593789.1,NP_593789.1,NP_593789.1,NP_593789.1
XP_018228109.1,NP_012478.3,NP_012478.3,NP_012478.3,NP_012478.3
XP_018228617.1,NP_587735.1,NP_587735.1,NP_587735.1,NP_587735.1
XP_018229440.1,NP_001343019.1,NP_001343019.1,NP_001343019.1,NP_001343019.1
XP_018229997.1,NP_595858.1,NP_595858.1,NP_595858.1,NP_595858.1
XP_018229014.1,NP_588360.1,NP_588360.1,NP_588360.1,NP_588360.1
XP_018231379.1,NP_012334.1,NP_012334.1,NP_012334.1,NP_012334.1
XP_018227951.1,NP_593005.1,NP_593005.1,NP_593005.1,NP_593005.1
XP_018228868.1,NP_594153.1,NP_594153.1,NP_594153.1,NP_594153.1
XP_018228878.1,NP_593438.1,NP_593438.1,NP_593438.1,NP_593438.1
XP_018229882.1,NP_594625.1,NP_594625.1,NP_594625.1,NP_594625.1
XP_018230739.1,NP_014771.3,NP_014771.3,NP_014771.3,NP_014771.3
XP_018228249.1,NP_001342872.1,NP_001342872.1,NP_001342872.1,NP_001342872.1
XP_018228598.1,NP_593804.1,NP_593804.1,NP_593804.1,NP_593804.1
XP_018230794.1,NP_594086.1,NP_594086.1,NP_594086.1,NP_594086.1
XP_018229280.1,NP_001018264.1,NP_001018264.1,NP_001018264.1,NP_001018264.1
XP_018229366.1,NP_009697.3,NP_009697.3,NP_009697.3,NP_009697.3
XP_018229413.1,NP_001342907.1,NP_001342907.1,NP_001342907.1,NP_001342907.1
XP_018229503.1,NP_593057.1,NP_593057.1,NP_593057.1,NP_593057.1
XP_018230073.1,NP_587929.1,NP_587929.1,NP_587929.1,NP_587929.1
XP_018230238.1,NP_596351.1,NP_596351.1,NP_596351.1,NP_596351.1
XP_018230483.1,NP_588192.1,NP_588192.1,NP_588192.1,NP_588192.1
XP_018231501.1,NP_596079.1,NP_596079.1,NP_596079.1,NP_596079.1
XP_018228141.1,CCG81066.1,CCG81066.1,CCG81066.1,CCG81066.1
XP_018229701.1,NP_592951.3,NP_592951.3,NP_592951.3,NP_592951.3
XP_018230602.1,NP_593078.1,NP_593078.1,NP_593078.1,NP_593078.1
XP_018230996.1,NP_011095.1,NP_011095.1,NP_011095.1,NP_011095.1
XP_018231408.1,NP_594737.1,NP_594737.1,NP_594737.1,NP_594737.1
XP_018227992.1,NP_594488.1,NP_594488.1,NP_594488.1,NP_594488.1
XP_018228926.1,NP_010513.1,NP_010513.1,NP_010513.1,NP_010513.1
XP_018229801.1,NP_594635.1,NP_594635.1,NP_594635.1,NP_594635.1
XP_018229928.1,NP_009514.1,NP_009514.1,NP_009514.1,NP_009514.1
XP_018230854.1,NP_594407.1,NP_594407.1,NP_594407.1,NP_594407.1
XP_018231088.1,NP_588213.1,NP_588213.1,NP_588213.1,NP_588213.1
XP_018229710.1,NP_011607.3,NP_011607.3,NP_011607.3,NP_011607.3
XP_018229828.1,NP_596448.1,NP_596448.1,NP_596448.1,NP_596448.1
XP_018229995.1,NP_595238.1,NP_595238.1,NP_595238.1,NP_595238.1
XP_018230064.1,CCG83698.1,CCG83698.1,CCG83698.1,CCG83698.1
XP_018227860.1,NP_596543.1,NP_596543.1,NP_596543.1,NP_596543.1
XP_018230206.1,NP_594560.1,NP_594560.1,NP_594560.1,NP_594560.1
XP_018230327.1,NP_011931.2,NP_011931.2,NP_011931.2,NP_011931.2
XP_018230652.1,NP_593300.1,NP_593300.1,NP_593300.1,NP_593300.1
XP_018228507.1,NP_595930.1,NP_595930.1,NP_595930.1,NP_595930.1
XP_018229032.1,CCG84773.1,CCG84773.1,CCG84773.1,CCG84773.1
XP_018229627.1,NP_596728.1,NP_596728.1,NP_596728.1,NP_596728.1
XP_018230344.1,CCG84773.1,CCG84773.1,CCG84773.1,CCG84773.1
XP_018231398.1,NP_015253.1,NP_015253.1,NP_015253.1,NP_015253.1
XP_018231508.1,NP_596791.1,NP_596791.1,NP_596791.1,NP_596791.1
XP_018229357.1,NP_013019.1,NP_013019.1,NP_013019.1,NP_013019.1
XP_018230573.1,NP_595957.1,NP_595957.1,NP_595957.1,NP_595957.1
XP_018231260.1,NP_013571.3,NP_013571.3,NP_013571.3,NP_013571.3
XP_018228556.1,NP_594554.1,NP_594554.1,NP_594554.1,NP_594554.1
XP_018228628.1,NP_009729.1,NP_009729.1,NP_009729.1,NP_009729.1
XP_018229040.1,CCG80606.1,CCG80606.1,CCG80606.1,CCG80606.1
XP_018229647.1,NP_594198.1,NP_594198.1,NP_594198.1,NP_594198.1
XP_018231488.1,NP_593054.1,NP_593054.1,NP_593054.1,NP_593054.1
XP_018229028.1,NP_592979.2,NP_592979.2,NP_592979.2,NP_592979.2
XP_018229408.1,NP_593686.1,NP_593686.1,NP_593686.1,NP_593686.1
XP_018229430.1,NP_593209.1,NP_593209.1,NP_593209.1,NP_593209.1
XP_018229535.1,NP_588467.2,NP_588467.2,NP_588467.2,NP_588467.2
XP_018231477.1,NP_010513.1,NP_010513.1,NP_010513.1,NP_010513.1
XP_018227859.1,NP_596541.1,NP_596541.1,NP_596541.1,NP_596541.1
XP_018228365.1,NP_594388.1,NP_594388.1,NP_594388.1,NP_594388.1
XP_018228857.1,NP_011286.1,NP_011286.1,NP_011286.1,NP_011286.1
XP_018229097.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018229969.1,NP_596819.1,NP_596819.1,NP_596819.1,NP_596819.1
XP_018229975.1,NP_012795.1,NP_012795.1,NP_012795.1,NP_012795.1
XP_018229987.1,NP_015239.1,NP_015239.1,NP_015239.1,NP_015239.1
XP_018230294.1,NP_009534.1,NP_009534.1,NP_009534.1,NP_009534.1
XP_018229711.1,NP_595834.3,NP_595834.3,NP_595834.3,NP_595834.3
XP_018230678.1,NP_595378.1,NP_595378.1,NP_595378.1,NP_595378.1
XP_018228300.1,NP_595949.1,NP_595949.1,NP_595949.1,NP_595949.1
XP_018229013.1,NP_011367.1,NP_011367.1,NP_011367.1,NP_011367.1
XP_018230362.1,NP_013298.1,NP_013298.1,NP_013298.1,NP_013298.1
XP_018228188.1,NP_593208.1,NP_593208.1,NP_593208.1,NP_593208.1
XP_018228867.1,NP_588528.1,NP_588528.1,NP_588528.1,NP_588528.1
XP_018229665.1,NP_587868.1,NP_587868.1,NP_587868.1,NP_587868.1
XP_018230315.1,NP_588387.1,NP_588387.1,NP_588387.1,NP_588387.1
XP_018228523.1,NP_013023.3,NP_013023.3,NP_013023.3,NP_013023.3
XP_018229058.1,NP_595507.1,NP_595507.1,NP_595507.1,NP_595507.1
XP_018231066.1,NP_593424.1,NP_593424.1,NP_593424.1,NP_593424.1
XP_018228524.1,NP_012424.1,NP_012424.1,NP_012424.1,NP_012424.1
XP_018229484.1,NP_592782.1,NP_592782.1,NP_592782.1,NP_592782.1
XP_018230284.1,NP_595678.1,NP_595678.1,NP_595678.1,NP_595678.1
XP_018228411.1,NP_595810.1,NP_595810.1,NP_595810.1,NP_595810.1
XP_018231164.1,NP_596376.1,NP_596376.1,NP_596376.1,NP_596376.1
XP_018228000.1,NP_594919.1,NP_594919.1,NP_594919.1,NP_594919.1
XP_018230170.1,NP_013274.1,NP_013274.1,NP_013274.1,NP_013274.1
XP_018230823.1,NP_593564.1,NP_593564.1,NP_593564.1,NP_593564.1
XP_018228647.1,NP_595396.1,NP_595396.1,NP_595396.1,NP_595396.1
XP_018229754.1,NP_009781.3,NP_009781.3,NP_009781.3,NP_009781.3
XP_018230302.1,NP_595671.1,NP_595671.1,NP_595671.1,NP_595671.1
XP_018229466.1,NP_596635.1,NP_596635.1,NP_596635.1,NP_596635.1
XP_018228780.1,NP_594139.2,NP_594139.2,NP_594139.2,NP_594139.2
XP_018229931.1,NP_595406.1,NP_595406.1,NP_595406.1,NP_595406.1
XP_018231519.1,NP_001342750.2,NP_001342750.2,NP_001342750.2,NP_001342750.2
XP_018228518.1,NP_592931.1,NP_592931.1,NP_592931.1,NP_592931.1
XP_018228794.1,NP_593664.2,NP_593664.2,NP_593664.2,NP_593664.2
XP_018228366.1,NP_595922.2,NP_595922.2,NP_595922.2,NP_595922.2
XP_018230560.1,NP_595975.1,NP_595975.1,NP_595975.1,NP_595975.1
XP_018231328.1,NP_014627.1,NP_014627.1,NP_014627.1,NP_014627.1
XP_018228234.1,NP_588313.2,NP_588313.2,NP_588313.2,NP_588313.2
XP_018229269.1,NP_593571.1,NP_593571.1,NP_593571.1,NP_593571.1
XP_018229457.1,NP_588010.1,NP_588010.1,NP_588010.1,NP_588010.1
XP_018228118.1,NP_587848.1,NP_587848.1,NP_587848.1,NP_587848.1
