,bfs,bts,graph,faiss
XP_018224774.1,NP_010166.1,NP_010166.1,NP_010166.1,NP_010166.1
XP_018225118.1,NP_014670.1,NP_014670.1,NP_014670.1,NP_014670.1
XP_018226708.1,NP_009689.3,NP_009689.3,NP_009689.3,NP_009689.3
XP_018227662.1,NP_010744.3,NP_010744.3,NP_010744.3,NP_010744.3
XP_018225358.1,NP_010393.3,NP_010393.3,NP_010393.3,NP_010393.3
XP_018226216.1,NP_013951.1,NP_013951.1,NP_013951.1,NP_013951.1
XP_018224762.1,NP_011570.1,NP_011570.1,NP_011570.1,NP_011570.1
XP_018224431.1,NP_015397.1,NP_015397.1,NP_015397.1,NP_015397.1
XP_018227565.1,NP_013161.1,NP_013161.1,NP_013161.1,NP_013161.1
XP_018227566.1,NP_009386.1,NP_009386.1,NP_009386.1,NP_009386.1
XP_018224957.1,NP_013360.1,NP_013360.1,NP_013360.1,NP_013360.1
XP_018225951.1,NP_013378.1,NP_013378.1,NP_013378.1,NP_013378.1
XP_018226976.1,NP_013505.4,NP_013505.4,NP_013505.4,NP_013505.4
XP_018224282.1,NP_116654.1,NP_116654.1,NP_116654.1,NP_116654.1
XP_018224576.1,NP_011754.3,NP_011754.3,NP_011754.3,NP_011754.3
XP_018224635.1,NP_014799.1,NP_014799.1,NP_014799.1,NP_014799.1
XP_018225811.1,NP_015516.1,NP_015516.1,NP_015516.1,NP_015516.1
XP_018226062.1,NP_010091.2,NP_010091.2,NP_010091.2,NP_010091.2
XP_018225359.1,NP_011095.1,NP_011095.1,NP_011095.1,NP_011095.1
XP_018226015.1,NP_014630.1,NP_014630.1,NP_014630.1,NP_014630.1
XP_018226099.1,NP_013456.1,NP_013456.1,NP_013456.1,NP_013456.1
XP_018224266.1,NP_015318.1,NP_015318.1,NP_015318.1,NP_015318.1
XP_018224758.1,NP_010082.1,NP_010082.1,NP_010082.1,NP_010082.1
XP_018225085.1,NP_011737.2,NP_011737.2,NP_011737.2,NP_011737.2
XP_018225254.1,NP_010513.1,NP_010513.1,NP_010513.1,NP_010513.1
XP_018226813.1,NP_010322.1,NP_010322.1,NP_010322.1,NP_010322.1
XP_018224364.1,NP_009351.1,NP_009351.1,NP_009351.1,NP_009351.1
XP_018225750.1,NP_011702.1,NP_011702.1,NP_011702.1,NP_011702.1
XP_018224366.1,NP_011351.1,NP_011351.1,NP_011351.1,NP_011351.1
XP_018224439.1,NP_015373.1,NP_015373.1,NP_015373.1,NP_015373.1
XP_018225495.1,NP_012535.3,NP_012535.3,NP_012535.3,NP_012535.3
XP_018227613.1,NP_012135.1,NP_012135.1,NP_012135.1,NP_012135.1
XP_018224950.1,NP_010057.1,NP_010057.1,NP_010057.1,NP_010057.1
XP_018225239.1,NP_010939.1,NP_010939.1,NP_010939.1,NP_010939.1
XP_018227229.1,NP_010552.3,NP_010552.3,NP_010072.1,NP_010552.3
XP_018225142.1,NP_010991.3,NP_010991.3,NP_010991.3,NP_010991.3
XP_018225161.1,NP_012337.1,NP_012337.1,NP_012337.1,NP_012337.1
XP_018226838.1,NP_011336.3,NP_011336.3,NP_011336.3,NP_011336.3
XP_018224363.1,NP_009545.2,NP_009545.2,NP_009545.2,NP_009545.2
XP_018224782.1,NP_012927.3,NP_012927.3,NP_012927.3,NP_012927.3
XP_018225346.1,NP_014273.1,NP_014273.1,NP_014273.1,NP_014273.1
XP_018225814.1,NP_010861.3,NP_010861.3,NP_010861.3,NP_010861.3
XP_018225916.1,NP_011792.1,NP_011792.1,NP_011792.1,NP_011792.1
XP_018226643.1,NP_011591.1,NP_011591.1,NP_011591.1,NP_011591.1
XP_018226959.1,NP_011703.3,NP_011703.3,NP_011703.3,NP_011703.3
XP_018224420.1,NP_012208.1,NP_012208.1,NP_012208.1,NP_012208.1
XP_018225706.1,NP_010198.1,NP_010198.1,NP_010198.1,NP_010198.1
XP_018227375.1,NP_015209.1,NP_015209.1,NP_015209.1,NP_015209.1
XP_018224248.1,NP_013186.1,NP_013186.1,NP_013186.1,NP_013186.1
XP_018227242.1,NP_014771.3,NP_014771.3,NP_014771.3,NP_014771.3
XP_018227293.1,NP_009343.1,NP_009343.1,NP_009343.1,NP_009343.1
XP_018226674.1,NP_014625.1,NP_014625.1,NP_014625.1,NP_014625.1
XP_018226810.1,NP_013236.1,NP_013236.1,NP_013236.1,NP_013236.1
XP_018226988.1,NP_010901.1,NP_010901.1,NP_010901.1,NP_010901.1
XP_018224362.1,NP_116677.3,NP_116677.3,NP_116677.3,NP_116677.3
XP_018225578.1,NP_011405.1,NP_011405.1,NP_011405.1,NP_011405.1
XP_018225914.1,NP_015507.1,NP_015507.1,NP_015507.1,NP_015507.1
XP_018226122.1,NP_013612.1,NP_013612.1,NP_013612.1,NP_013612.1
XP_018226185.1,NP_012962.3,NP_012962.3,NP_012962.3,NP_012962.3
XP_018225171.1,NP_011010.1,NP_011010.1,NP_011010.1,NP_011010.1
XP_018225315.1,NP_013298.1,NP_013298.1,NP_013298.1,NP_013298.1
XP_018226290.1,NP_011656.3,NP_011656.3,NP_011656.3,NP_011656.3
XP_018227619.1,NP_010903.3,NP_010903.3,NP_010903.3,NP_010903.3
XP_018227754.1,NP_011617.1,NP_011617.1,NP_011617.1,NP_011617.1
XP_018224695.1,NP_012834.1,NP_012834.1,NP_012834.1,NP_012834.1
XP_018226725.1,NP_013886.1,NP_013886.1,NP_013886.1,NP_013886.1
XP_018226969.1,NP_015197.1,NP_015197.1,NP_015197.1,NP_015197.1
XP_018227626.1,NP_014011.1,NP_014011.1,NP_014011.1,NP_014011.1
XP_018227723.1,NP_010652.3,NP_010652.3,NP_010652.3,NP_010652.3
XP_018226990.1,NP_010903.3,NP_010903.3,NP_010903.3,NP_010903.3
XP_018227410.1,NP_011429.3,NP_011429.3,NP_011429.3,NP_011429.3
XP_018227603.1,NP_012644.1,NP_012644.1,NP_012644.1,NP_012644.1
XP_018224505.1,NP_015373.1,NP_015373.1,NP_015373.1,NP_015373.1
XP_018225519.1,NP_013423.1,NP_013423.1,NP_013423.1,NP_013423.1
XP_018226747.1,NP_015232.1,NP_015232.1,NP_015232.1,NP_015232.1
XP_018226998.1,NP_015239.1,NP_015239.1,NP_015239.1,NP_015239.1
XP_018224280.1,NP_010959.2,NP_010959.2,NP_010959.2,NP_010959.2
XP_018224784.1,NP_009697.3,NP_009697.3,NP_009697.3,NP_009697.3
XP_018224906.1,NP_011431.1,NP_011431.1,NP_011431.1,NP_011431.1
XP_018225258.1,NP_010761.3,NP_010761.3,NP_010761.3,NP_010761.3
XP_018225885.1,NP_011870.1,NP_011870.1,NP_011870.1,NP_011870.1
XP_018226225.1,NP_010649.1,NP_010649.1,NP_010649.1,NP_010649.1
XP_018226440.1,NP_010057.1,NP_010057.1,NP_010057.1,NP_010057.1
XP_018226594.1,NP_013016.4,NP_013016.4,NP_013016.4,NP_013016.4
XP_018225095.1,NP_012036.1,NP_012036.1,NP_012036.1,NP_012036.1
XP_018227150.1,NP_011931.2,NP_011931.2,NP_011931.2,NP_011931.2
XP_018224480.1,NP_011883.1,NP_011883.1,NP_011883.1,NP_011883.1
XP_018224741.1,NP_012796.1,NP_012796.1,NP_012796.1,NP_012796.1
XP_018227059.1,NP_116644.1,NP_116644.1,NP_116644.1,NP_116644.1
XP_018227518.1,NP_116641.1,NP_116641.1,NP_116641.1,NP_116641.1
XP_018224274.1,NP_014996.3,NP_014996.3,NP_014996.3,NP_014996.3
XP_018224712.1,NP_015429.1,NP_015429.1,NP_015429.1,NP_015429.1
XP_018225728.1,NP_015481.1,NP_015481.1,NP_015481.1,NP_015481.1
XP_018226110.1,NP_010128.1,NP_010128.1,NP_010128.1,NP_010128.1
XP_018226958.1,NP_009639.3,NP_009639.3,NP_009639.3,NP_009639.3
XP_018224471.1,NP_010528.3,NP_010528.3,NP_010528.3,NP_010528.3
XP_018224689.1,NP_010514.3,NP_010514.3,NP_010514.3,NP_010514.3
XP_018225496.1,NP_010620.3,NP_010620.3,NP_010620.3,NP_010620.3
XP_018226123.1,NP_013019.1,NP_013019.1,NP_013019.1,NP_013019.1
XP_018226551.1,NP_014017.1,NP_014017.1,NP_014017.1,NP_014017.1
XP_018227167.1,NP_011883.1,NP_011883.1,NP_011883.1,NP_011883.1
XP_018227342.1,NP_011071.3,NP_011071.3,NP_011071.3,NP_011071.3
XP_018227642.1,NP_010415.1,NP_010415.1,NP_010415.1,NP_010415.1
XP_018225331.1,NP_010645.1,NP_010645.1,NP_010645.1,NP_010645.1
XP_018226411.1,NP_009545.2,NP_009545.2,NP_009545.2,NP_009545.2
XP_018227753.1,NP_012710.1,NP_012710.1,NP_012710.1,NP_012710.1
XP_018224722.1,NP_010674.3,NP_010674.3,NP_010674.3,NP_010674.3
XP_018227010.1,NP_012795.1,NP_012795.1,NP_012795.1,NP_012795.1
XP_018227016.1,NP_013267.1,NP_013267.1,NP_013267.1,NP_013267.1
XP_018227606.1,NP_012535.3,NP_012535.3,NP_012535.3,NP_012535.3
XP_018224451.1,NP_011270.1,NP_011270.1,NP_011270.1,NP_011270.1
XP_018227438.1,NP_010498.1,NP_010498.1,NP_010498.1,NP_010498.1
XP_018224896.1,NP_012466.1,NP_012466.1,NP_012466.1,NP_012466.1
XP_018226771.1,NP_014528.1,NP_014528.1,NP_014528.1,NP_014528.1
XP_018227134.1,NP_009953.1,NP_009953.1,NP_009953.1,NP_009953.1
XP_018224484.1,NP_013425.1,NP_013425.1,NP_013425.1,NP_013425.1
XP_018226029.1,NP_009661.1,NP_009661.1,NP_009661.1,NP_009661.1
XP_018226633.1,NP_014210.1,NP_014210.1,NP_014210.1,NP_014210.1
XP_018224351.1,NP_012424.1,NP_012424.1,NP_012424.1,NP_012424.1
XP_018224498.1,NP_014678.1,NP_014678.1,NP_014678.1,NP_014678.1
XP_018225621.1,NP_014011.1,NP_014011.1,NP_014011.1,NP_014011.1
XP_018224295.1,NP_012520.1,NP_012520.1,NP_012520.1,NP_012520.1
XP_018225325.1,NP_012424.1,NP_012424.1,NP_012424.1,NP_012424.1
XP_018226903.1,NP_011687.1,NP_011687.1,NP_011687.1,NP_011687.1
XP_018226933.1,NP_010811.1,NP_010811.1,NP_010811.1,NP_010811.1
XP_018224396.1,NP_014449.1,NP_014449.1,NP_014449.1,NP_014449.1
XP_018227113.1,NP_009534.1,NP_009534.1,NP_009534.1,NP_009534.1
XP_018224750.1,NP_009755.1,NP_009755.1,NP_009755.1,NP_009755.1
XP_018227103.1,NP_009779.3,NP_009779.3,NP_009779.3,NP_009779.3
XP_018227729.1,NP_012941.1,NP_012941.1,NP_009730.3,NP_012941.1
XP_018225222.1,NP_013274.1,NP_013274.1,NP_013274.1,NP_013274.1
XP_018225709.1,NP_010072.1,NP_010072.1,NP_010072.1,NP_010072.1
XP_018225935.1,NP_012520.1,NP_012520.1,NP_012520.1,NP_012520.1
XP_018226329.1,NP_012665.3,NP_012665.3,NP_012665.3,NP_012665.3
XP_018224271.1,NP_010347.1,NP_010347.1,NP_010347.1,NP_010347.1
XP_018224375.1,NP_010722.3,NP_010722.3,NP_010722.3,NP_010722.3
XP_018224549.1,NP_012659.1,NP_012659.1,NP_012659.1,NP_012659.1
XP_018225739.1,NP_013943.1,NP_013943.1,NP_015436.1,NP_013943.1
XP_018224357.1,NP_013781.1,NP_013781.1,NP_013781.1,NP_013781.1
XP_018224659.1,NP_010204.1,NP_010204.1,NP_010204.1,NP_010204.1
XP_018227637.1,NP_014918.1,NP_014918.1,NP_014918.1,NP_014918.1
XP_018224352.1,NP_013023.3,NP_013023.3,NP_013023.3,NP_013023.3
XP_018226184.1,NP_013944.1,NP_013944.1,NP_013944.1,NP_013944.1
XP_018227308.1,NP_013576.1,NP_013576.1,NP_013576.1,NP_013576.1
XP_018225075.1,NP_014364.1,NP_014364.1,NP_014364.1,NP_014364.1
XP_018227388.1,NP_010134.1,NP_010134.1,NP_010134.1,NP_010134.1
XP_018224701.1,NP_116665.1,NP_116665.1,NP_116665.1,NP_116665.1
XP_018224884.1,NP_013750.1,NP_013750.1,NP_013750.1,NP_013750.1
XP_018226808.1,NP_013537.1,NP_013537.1,NP_013537.1,NP_013537.1
XP_018224619.1,NP_013493.2,NP_013493.2,NP_013493.2,NP_013493.2
XP_018226902.1,NP_116660.1,NP_116660.1,NP_116660.1,NP_116660.1
XP_018224720.1,NP_010856.1,NP_010856.1,NP_010856.1,NP_010856.1
XP_018227093.1,NP_015206.1,NP_015206.1,NP_015206.1,NP_015206.1
XP_018225407.1,NP_010015.3,NP_010015.3,NP_010015.3,NP_010015.3
XP_018225426.1,NP_009991.2,NP_009991.2,NP_009991.2,NP_009991.2
XP_018225314.1,NP_012520.1,NP_012520.1,NP_012520.1,NP_012520.1
XP_018226650.1,NP_010505.3,NP_010505.3,NP_010505.3,NP_010505.3
XP_018224964.1,NP_013198.1,NP_013198.1,NP_013198.1,NP_013198.1
XP_018226768.1,NP_013605.1,NP_013605.1,NP_013605.1,NP_013605.1
XP_018224902.1,NP_009892.1,NP_009892.1,NP_009892.1,NP_009892.1
XP_018225675.1,NP_010806.1,NP_010806.1,NP_010806.1,NP_010806.1
XP_018225510.1,NP_012498.1,NP_012498.1,NP_012498.1,NP_012498.1
XP_018226684.1,NP_009545.2,NP_009545.2,NP_009545.2,NP_009545.2
XP_018226885.1,NP_013642.1,NP_013642.1,NP_013642.1,NP_013642.1
XP_018224769.1,NP_014364.1,NP_014364.1,NP_014364.1,NP_014364.1
XP_018225477.1,NP_011455.1,NP_011455.1,NP_011455.1,NP_011455.1
XP_018226457.1,NP_009916.1,NP_009916.1,NP_009916.1,NP_009916.1
XP_018227661.1,NP_009892.1,NP_009892.1,NP_009892.1,NP_009892.1
XP_018225106.1,NP_012088.3,NP_012088.3,NP_012088.3,NP_012088.3
XP_018226953.1,NP_011768.1,NP_011768.1,NP_011768.1,NP_011768.1
XP_018227748.1,NP_010093.1,NP_010093.1,NP_010093.1,NP_010093.1
XP_018225948.1,NP_014762.3,NP_014762.3,NP_014762.3,NP_014762.3
XP_018226396.1,NP_014082.1,NP_014082.1,NP_014082.1,NP_014082.1
XP_018226544.1,NP_009453.2,NP_009453.2,NP_009453.2,NP_009453.2
XP_018227036.1,NP_012655.3,NP_012655.3,NP_012655.3,NP_012655.3
XP_018225206.1,NP_011682.1,NP_011682.1,NP_011682.1,NP_011682.1
XP_018225762.1,NP_013521.3,NP_013521.3,NP_013521.3,NP_013521.3
XP_018227702.1,NP_010736.3,NP_010736.3,NP_010736.3,NP_010736.3
XP_018224314.1,NP_012116.1,NP_012116.1,NP_012116.1,NP_012116.1
XP_018225420.1,NP_116629.1,NP_116629.1,NP_011762.1,NP_116629.1
XP_018225480.1,NP_014029.1,NP_014029.1,NP_014029.1,NP_014029.1
XP_018225643.1,NP_013447.1,NP_013447.1,NP_013447.1,NP_013447.1
XP_018226530.1,NP_010138.1,NP_010138.1,NP_010138.1,NP_010138.1
XP_018226823.1,NP_013439.1,NP_013439.1,NP_013439.1,NP_013439.1
XP_018225009.1,NP_015253.1,NP_015253.1,NP_015253.1,NP_015253.1
XP_018225973.1,NP_013557.1,NP_013557.1,NP_013557.1,NP_013557.1
XP_018225989.1,NP_012040.1,NP_012040.1,NP_012040.1,NP_012040.1
XP_018227376.1,NP_010337.3,NP_010337.3,NP_010337.3,NP_010337.3
XP_018227741.1,NP_009696.2,NP_009696.2,NP_009696.2,NP_009696.2
XP_018226947.1,NP_009545.2,NP_009545.2,NP_009545.2,NP_009545.2
XP_018225266.1,NP_014069.1,NP_014069.1,NP_014069.1,NP_014069.1
XP_018227043.1,NP_014518.1,NP_014518.1,NP_014518.1,NP_014518.1
XP_018227265.1,NP_009410.1,NP_009410.1,NP_009410.1,NP_009410.1
XP_018225067.1,NP_009706.3,NP_009706.3,NP_009706.3,NP_009706.3
XP_018226166.1,NP_011512.1,NP_011512.1,NP_011512.1,NP_011512.1
XP_018226918.1,NP_012341.1,NP_012341.1,NP_012341.1,NP_012341.1
XP_018224259.1,NP_011451.1,NP_011451.1,NP_011451.1,NP_011451.1
XP_018225187.1,NP_011607.3,NP_011607.3,NP_011607.3,NP_011607.3
XP_018226634.1,NP_014647.1,NP_014647.1,NP_014647.1,NP_014647.1
XP_018227225.1,NP_012124.1,NP_012124.1,NP_012124.1,NP_012124.1
XP_018224191.1,NP_010597.3,NP_010597.3,NP_010597.3,NP_010597.3
XP_018224210.1,NP_010227.1,NP_010227.1,NP_010227.1,NP_010227.1
XP_018225265.1,NP_012176.1,NP_012176.1,NP_012176.1,NP_012176.1
XP_018225938.1,NP_009514.1,NP_009514.1,NP_009514.1,NP_009514.1
XP_018224430.1,NP_009533.1,NP_009533.1,NP_009533.1,NP_009533.1
XP_018225463.1,NP_013605.1,NP_013605.1,NP_013605.1,NP_013605.1
XP_018227685.1,NP_009685.3,NP_009685.3,NP_009685.3,NP_009685.3
XP_018225264.1,NP_011438.1,NP_011438.1,NP_011438.1,NP_011438.1
XP_018225546.1,NP_010121.1,NP_010121.1,NP_010121.1,NP_010121.1
XP_018224824.1,NP_014992.3,NP_014992.3,NP_014992.3,NP_014992.3
XP_018225518.1,NP_011512.1,NP_011512.1,NP_011512.1,NP_011512.1
XP_018225695.1,NP_010744.3,NP_010744.3,NP_010744.3,NP_010744.3
XP_018226878.1,NP_013354.1,NP_013354.1,NP_013354.1,NP_013354.1
XP_018225114.1,NP_012889.3,NP_012889.3,NP_012889.3,NP_012889.3
XP_018225203.1,NP_009639.3,NP_009639.3,NP_009639.3,NP_009639.3
XP_018226006.1,NP_012753.2,NP_012753.2,NP_012753.2,NP_012753.2
XP_018226120.1,NP_013613.1,NP_013613.1,NP_013613.1,NP_013613.1
XP_018224267.1,NP_013747.1,NP_013747.1,NP_013747.1,NP_013747.1
XP_018226742.1,NP_015413.1,NP_015413.1,NP_015413.1,NP_015413.1
XP_018226162.1,NP_014081.1,NP_014081.1,NP_014081.1,NP_014081.1
XP_018226575.1,NP_014777.3,NP_014777.3,NP_014777.3,NP_014777.3
XP_018227731.1,NP_012478.3,NP_012478.3,NP_012478.3,NP_012478.3
XP_018224706.1,NP_015397.1,NP_015397.1,NP_015397.1,NP_015397.1
XP_018226147.1,NP_012864.1,NP_012864.1,NP_012864.1,NP_012864.1
XP_018226934.1,NP_011871.1,NP_011871.1,NP_011871.1,NP_011871.1
XP_018227357.1,NP_014427.1,NP_014427.1,NP_014427.1,NP_014427.1
XP_018227556.1,NP_015470.1,NP_015470.1,NP_015470.1,NP_015470.1
XP_018227744.1,NP_013296.1,NP_013296.1,NP_013296.1,NP_013296.1
XP_018224285.1,NP_013298.1,NP_013298.1,NP_013298.1,NP_013298.1
XP_018227089.1,NP_014705.1,NP_014705.1,NP_014705.1,NP_014705.1
XP_018224522.1,NP_014887.3,NP_014887.3,NP_014887.3,NP_014887.3
XP_018225423.1,NP_013242.1,NP_013242.1,NP_013242.1,NP_013242.1
XP_018225568.1,NP_012942.3,NP_012942.3,NP_012942.3,NP_012942.3
XP_018226830.1,NP_013168.1,NP_013168.1,NP_013168.1,NP_013168.1
XP_018227121.1,NP_010461.3,NP_010461.3,NP_010461.3,NP_010461.3
XP_018224564.1,NP_011776.1,NP_011776.1,NP_011776.1,NP_011776.1
XP_018224702.1,NP_011503.1,NP_011503.1,NP_011503.1,NP_011503.1
XP_018225219.1,NP_013680.2,NP_013680.2,NP_013680.2,NP_013680.2
XP_018225655.1,NP_009514.1,NP_009514.1,NP_009514.1,NP_009514.1
XP_018226942.1,NP_014723.2,NP_014723.2,NP_014723.2,NP_014723.2
XP_018227630.1,NP_010674.3,NP_010674.3,NP_010674.3,NP_010674.3
XP_018225593.1,NP_010125.1,NP_010125.1,NP_010125.1,NP_010125.1
XP_018225942.1,NP_012034.1,NP_012034.1,NP_012034.1,NP_012034.1
XP_018227086.1,NP_010430.1,NP_010430.1,NP_010430.1,NP_010430.1
XP_018224339.1,NP_011336.3,NP_011336.3,NP_011336.3,NP_011336.3
XP_018224700.1,NP_013531.3,NP_013531.3,NP_013531.3,NP_013531.3
XP_018225213.1,NP_012755.1,NP_012755.1,NP_012755.1,NP_012755.1
XP_018225894.1,NP_010845.1,NP_010845.1,NP_010845.1,NP_010845.1
XP_018225186.1,NP_011605.1,NP_011605.1,NP_011605.1,NP_011605.1
XP_018225831.1,NP_010744.3,NP_010744.3,NP_010744.3,NP_010744.3
XP_018227029.1,NP_010022.1,NP_010022.1,NP_010022.1,NP_010022.1
XP_018227078.1,NP_011418.1,NP_011418.1,NP_011418.1,NP_011418.1
XP_018224882.1,NP_010811.1,NP_010811.1,NP_010811.1,NP_010811.1
XP_018225436.1,NP_116709.3,NP_116709.3,NP_116709.3,NP_116709.3
XP_018226372.1,NP_012877.1,NP_012877.1,NP_012877.1,NP_012877.1
XP_018224323.1,NP_013208.1,NP_013208.1,NP_013208.1,NP_013208.1
XP_018226267.1,NP_012498.1,NP_012498.1,NP_012498.1,NP_012498.1
XP_018226346.1,NP_011889.1,NP_011889.1,NP_011889.1,NP_011889.1
XP_018226940.1,NP_014180.1,NP_014180.1,NP_014180.1,NP_014180.1
XP_018227501.1,NP_009997.2,NP_009997.2,NP_009997.2,NP_009997.2
XP_018224757.1,NP_014181.1,NP_014181.1,NP_014181.1,NP_014181.1
XP_018226841.1,NP_009796.1,NP_009796.1,NP_009796.1,NP_009796.1
XP_018227245.1,NP_015061.1,NP_015061.1,NP_015061.1,NP_015061.1
XP_018226300.1,NP_014886.1,NP_014886.1,NP_014886.1,NP_014886.1
XP_018226377.1,NP_013950.1,NP_013950.1,NP_013950.1,NP_013950.1
XP_018226574.1,NP_012241.1,NP_012241.1,NP_012241.1,NP_012241.1
XP_018224885.1,NP_010930.1,NP_010930.1,NP_010930.1,NP_010930.1
XP_018226393.1,NP_011985.1,NP_011985.1,NP_011985.1,NP_011985.1
XP_018226397.1,NP_014710.1,NP_014710.1,NP_014710.1,NP_014710.1
XP_018224849.1,NP_014792.4,NP_014792.4,NP_014792.4,NP_014792.4
XP_018226005.1,NP_012889.3,NP_012889.3,NP_012889.3,NP_012889.3
XP_018227499.1,NP_014321.3,NP_014321.3,NP_014321.3,NP_014321.3
XP_018224580.1,NP_013284.1,NP_013284.1,NP_013284.1,NP_013284.1
XP_018226378.1,NP_010543.1,NP_010543.1,NP_010543.1,NP_010543.1
XP_018226515.1,NP_015160.1,NP_015160.1,NP_015160.1,NP_015160.1
XP_018227237.1,NP_014025.1,NP_014025.1,NP_014025.1,NP_014025.1
XP_018225771.1,NP_014804.3,NP_014804.3,NP_014804.3,NP_014804.3
XP_018227553.1,NP_013217.1,NP_013217.1,NP_012123.1,NP_013217.1
XP_018225378.1,NP_014887.3,NP_014887.3,NP_014887.3,NP_014887.3
XP_018225563.1,NP_009684.1,NP_009684.1,NP_009684.1,NP_009684.1
XP_018225680.1,NP_116684.3,NP_116684.3,NP_116684.3,NP_116684.3
XP_018224466.1,NP_009545.2,NP_009545.2,NP_009545.2,NP_009545.2
XP_018225387.1,NP_015135.1,NP_015135.1,NP_015135.1,NP_015135.1
XP_018225543.1,NP_010267.3,NP_010267.3,NP_010267.3,NP_010267.3
XP_018225603.1,NP_010057.1,NP_010057.1,NP_010057.1,NP_010057.1
XP_018227692.1,NP_014172.1,NP_014172.1,NP_014172.1,NP_014172.1
XP_018225319.1,NP_013133.1,NP_013133.1,NP_013133.1,NP_013133.1
XP_018225434.1,NP_012509.1,NP_012509.1,NP_012509.1,NP_012509.1
XP_018225545.1,NP_012196.1,NP_012196.1,NP_012196.1,NP_012196.1
XP_018226336.1,NP_015463.1,NP_015463.1,NP_015463.1,NP_015463.1
XP_018227736.1,NP_014451.1,NP_014451.1,NP_014451.1,NP_014451.1
XP_018224422.1,NP_013811.1,NP_013811.1,NP_013811.1,NP_013811.1
XP_018226385.1,NP_009473.2,NP_009473.2,NP_009473.2,NP_009473.2
XP_018224306.1,NP_010513.1,NP_010513.1,NP_010513.1,NP_010513.1
XP_018224460.1,NP_012670.3,NP_012670.3,NP_012670.3,NP_012670.3
XP_018224785.1,NP_015206.1,NP_015206.1,NP_015206.1,NP_015206.1
XP_018226050.1,NP_014848.1,NP_014848.1,NP_014848.1,NP_014848.1
XP_018227298.1,NP_013164.1,NP_013164.1,NP_013164.1,NP_013164.1
XP_018224721.1,NP_011762.1,NP_011762.1,NP_011762.1,NP_011762.1
XP_018225419.1,NP_011009.1,NP_011009.1,NP_011009.1,NP_011009.1
XP_018226578.1,NP_014689.1,NP_014689.1,NP_014689.1,NP_014689.1
XP_018227649.1,NP_014593.1,NP_014593.1,NP_014593.1,NP_014593.1
XP_018224359.1,NP_013463.1,NP_013463.1,NP_013463.1,NP_013463.1
XP_018226168.1,NP_012444.2,NP_012444.2,NP_012444.2,NP_012444.2
XP_018226444.1,NP_014028.2,NP_014028.2,NP_014028.2,NP_014028.2
XP_018226503.1,NP_014710.1,NP_014710.1,NP_014710.1,NP_014710.1
XP_018226793.1,NP_015343.1,NP_015343.1,NP_015343.1,NP_015343.1
XP_018227068.1,NP_014372.1,NP_014372.1,NP_014372.1,NP_014372.1
XP_018226417.1,NP_011451.1,NP_011451.1,NP_011451.1,NP_011451.1
XP_018227446.1,NP_011345.3,NP_011345.3,NP_011345.3,NP_011345.3
XP_018227593.1,NP_012292.3,NP_012292.3,NP_012292.3,NP_012292.3
XP_018225193.1,NP_010921.1,NP_010921.1,NP_010921.1,NP_010921.1
XP_018225339.1,NP_012171.1,NP_012171.1,NP_012171.1,NP_012171.1
XP_018227092.1,NP_012881.1,NP_012881.1,NP_012881.1,NP_012881.1
XP_018227232.1,NP_012498.1,NP_012498.1,NP_012498.1,NP_012498.1
XP_018227500.1,NP_010664.3,NP_010664.3,NP_010664.3,NP_010664.3
XP_018225255.1,NP_011639.3,NP_011639.3,NP_011639.3,NP_011639.3
XP_018226487.1,NP_013297.1,NP_013297.1,NP_013297.1,NP_013297.1
XP_018224243.1,NP_011005.1,NP_011005.1,NP_011005.1,NP_011005.1
XP_018224944.1,NP_015261.1,NP_015261.1,NP_015261.1,NP_015261.1
XP_018225873.1,NP_015176.1,NP_015176.1,NP_015176.1,NP_015176.1
XP_018226698.1,NP_116665.1,NP_116665.1,NP_116665.1,NP_116665.1
XP_018227035.1,NP_012448.1,NP_012448.1,NP_012448.1,NP_012448.1
XP_018224361.1,NP_116661.1,NP_116661.1,NP_116661.1,NP_116661.1
XP_018225022.1,NP_013736.1,NP_013736.1,NP_013736.1,NP_013736.1
XP_018225146.1,NP_015174.1,NP_015174.1,NP_015174.1,NP_015174.1
XP_018227453.1,NP_011737.2,NP_011737.2,NP_011737.2,NP_011737.2
XP_018224202.1,NP_011344.1,NP_011344.1,NP_011344.1,NP_011344.1
XP_018224868.1,NP_014275.3,NP_014275.3,NP_014275.3,NP_014275.3
XP_018225013.1,NP_014159.1,NP_014159.1,NP_014159.1,NP_014159.1
XP_018226024.1,NP_015372.2,NP_015372.2,NP_015372.2,NP_015372.2
XP_018226092.1,NP_009782.3,NP_009782.3,NP_009782.3,NP_009782.3
XP_018227746.1,NP_014884.1,NP_014884.1,NP_014884.1,NP_014884.1
XP_018224560.1,NP_012550.1,NP_012550.1,NP_012550.1,NP_012550.1
XP_018225724.1,NP_011741.5,NP_011741.5,NP_011741.5,NP_011741.5
XP_018226784.1,NP_009681.3,NP_009681.3,NP_009681.3,NP_009681.3
XP_018224250.1,NP_009639.3,NP_009639.3,NP_009639.3,NP_009639.3
XP_018224648.1,NP_010390.3,NP_010390.3,NP_010390.3,NP_010390.3
XP_018226448.1,NP_015450.1,NP_015450.1,NP_015450.1,NP_015450.1
XP_018226770.1,NP_010254.1,NP_010254.1,NP_010254.1,NP_010254.1
XP_018226977.1,NP_011032.1,NP_011032.1,NP_011032.1,NP_011032.1
