,bfs,bts,graph,faiss
XP_007872347.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_007875171.1,CCG81867.1,CCG81867.1,CCG81867.1,CCG81867.1
XP_007872715.1,CCG84126.1,CCG84126.1,CCG84126.1,CCG84126.1
XP_007875518.1,CCG83425.1,CCG83425.1,CCG83425.1,CCG83425.1
XP_007873053.1,CCG82124.1,CCG82124.1,CCG82124.1,CCG82124.1
XP_007874648.1,CCG81148.1,CCG81148.1,CCG81148.1,CCG81148.1
XP_007874700.1,CCG81978.1,CCG81978.1,CCG81978.1,CCG81978.1
XP_007875651.1,CCG80932.1,CCG80932.1,CCG80932.1,CCG80932.1
XP_007871999.1,CCG83907.1,CCG83907.1,CCG83907.1,CCG83907.1
XP_007873856.1,CCG82451.1,CCG82451.1,CCG82451.1,CCG82451.1
XP_007874245.1,CCG80850.1,CCG80850.1,CCG80850.1,CCG80850.1
XP_007874437.1,CCG82906.1,CCG82906.1,CCG82906.1,CCG82906.1
XP_007875239.1,CCG80740.1,CCG80740.1,CCG80740.1,CCG80740.1
XP_019613353.1,CCG81168.1,CCG81168.1,CCG81168.1,CCG81168.1
XP_007873417.1,CCG82511.1,CCG82511.1,CCG82511.1,CCG82511.1
XP_007874978.1,CCG84838.1,CCG84838.1,CCG84838.1,CCG84838.1
XP_007875613.1,CCG80540.1,CCG80540.1,CCG80540.1,CCG80540.1
XP_007872271.1,CCG81013.1,CCG81013.1,CCG81013.1,CCG81013.1
XP_007875075.1,CCG81069.1,CCG81069.1,CCG81069.1,CCG81069.1
XP_007873359.1,CCG82488.1,CCG82488.1,CCG82488.1,CCG82488.1
XP_007872123.1,CCG81109.1,CCG81109.1,CCG81109.1,CCG81109.1
XP_007872674.1,CCG83868.1,CCG83868.1,CCG83868.1,CCG83868.1
XP_007873110.1,CCG82588.1,CCG82588.1,CCG82588.1,CCG82588.1
XP_007873111.1,CCG84102.1,CCG84102.1,CCG84102.1,CCG84102.1
XP_007873800.1,CCG83053.1,CCG83053.1,CCG83053.1,CCG83053.1
XP_007874230.1,CCG82265.1,CCG82265.1,CCG82265.1,CCG82265.1
XP_007874819.1,CCG83177.1,CCG83177.1,CCG83177.1,CCG83177.1
XP_007874900.1,CCG85158.1,CCG85158.1,CCG85158.1,CCG85158.1
XP_007872940.1,CCG84345.1,CCG84345.1,CCG84345.1,CCG84345.1
XP_007873910.1,CCG80566.1,CCG80566.1,CCG80566.1,CCG80566.1
XP_007874599.1,CCG81722.1,CCG81722.1,CCG81722.1,CCG81722.1
XP_007875560.1,CCG82769.1,CCG82769.1,CCG82769.1,CCG82769.1
XP_007874081.1,CCG82481.1,CCG82481.1,CCG82481.1,CCG82481.1
XP_007873396.1,CCG84693.1,CCG84693.1,CCG84693.1,CCG84693.1
XP_007874606.1,CCG82014.1,CCG82014.1,CCG82014.1,CCG82014.1
XP_007874862.1,CCG83168.1,CCG83168.1,CCG83168.1,CCG83168.1
XP_007873050.1,CCG84780.1,CCG84780.1,CCG84780.1,CCG84780.1
XP_007873376.1,CCG83270.1,CCG83270.1,CCG83270.1,CCG83270.1
XP_007874750.1,CCG83901.1,CCG83901.1,CCG83901.1,CCG83901.1
XP_007872379.1,CCG81472.1,CCG81472.1,CCG81472.1,CCG81472.1
XP_007873271.1,CCG84738.1,CCG84738.1,CCG84738.1,CCG84738.1
XP_007874171.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_007875685.1,CCG82494.1,CCG82494.1,CCG82494.1,CCG82494.1
XP_007873548.1,CCG81036.1,CCG81036.1,CCG81036.1,CCG81036.1
XP_007873163.1,CCG85143.1,CCG85143.1,CCG85143.1,CCG85143.1
XP_007873792.1,CCG81241.1,CCG81241.1,CCG81241.1,CCG81241.1
XP_007875404.1,CCG82489.1,CCG82489.1,CCG82489.1,CCG82489.1
XP_007875467.1,CCG84378.1,CCG84378.1,CCG84378.1,CCG84378.1
XP_007872394.1,CCG83512.1,CCG83512.1,CCG80835.1,CCG83512.1
XP_007873975.1,CCG83365.1,CCG83365.1,CCG83365.1,CCG83365.1
XP_007874155.1,CCG82099.1,CCG82099.1,CCG82099.1,CCG82099.1
XP_007872563.1,CCG84437.1,CCG84437.1,CCG84437.1,CCG84437.1
XP_007874052.1,CCG84346.1,CCG84346.1,CCG84346.1,CCG84346.1
XP_007872239.1,CCG81234.1,CCG81234.1,CCG81234.1,CCG81234.1
XP_007872711.1,CCG81703.1,CCG81703.1,CCG81703.1,CCG81703.1
XP_007872958.1,CCG83061.1,CCG83061.1,CCG83061.1,CCG83061.1
XP_007873286.1,CCG83451.1,CCG83451.1,CCG83451.1,CCG83451.1
XP_007874020.1,CCG81647.1,CCG81647.1,CCG81647.1,CCG81647.1
XP_007874252.1,CCG83309.1,CCG83309.1,CCG83309.1,CCG83309.1
XP_007874992.1,CCG81171.1,CCG81171.1,CCG81171.1,CCG81171.1
XP_007873813.1,CCG80808.1,CCG80808.1,CCG80808.1,CCG80808.1
XP_007874944.1,CCG83257.1,CCG83257.1,CCG83257.1,CCG83257.1
XP_007872553.1,CCG84404.1,CCG84404.1,CCG84404.1,CCG84404.1
XP_007873288.1,CCG83177.1,CCG83177.1,CCG83177.1,CCG83177.1
XP_007875471.1,CCG82679.1,CCG82679.1,CCG82679.1,CCG82679.1
XP_019613325.1,CCG82675.1,CCG82675.1,CCG82675.1,CCG82675.1
XP_007872203.1,CCG83240.1,CCG83240.1,CCG83240.1,CCG83240.1
XP_007873250.1,CCG83898.1,CCG83898.1,CCG83898.1,CCG83898.1
XP_007873399.1,CCG82420.1,CCG82420.1,CCG82420.1,CCG82420.1
XP_007873026.1,CCG81718.1,CCG81718.1,CCG81718.1,CCG81718.1
XP_007872929.1,CCG81196.1,CCG81196.1,CCG81196.1,CCG81196.1
XP_007874647.1,CCG83353.1,CCG83353.1,CCG83353.1,CCG83353.1
XP_007874861.1,CCG83373.1,CCG83373.1,CCG83373.1,CCG83373.1
XP_019613289.1,CCG82376.1,CCG82376.1,CCG82376.1,CCG82376.1
XP_007875312.1,CCG81832.1,CCG81832.1,CCG81832.1,CCG81832.1
XP_007873263.1,CCG83177.1,CCG83177.1,CCG83177.1,CCG83177.1
XP_007875172.1,CCG84785.1,CCG84785.1,CCG84785.1,CCG84785.1
XP_019613347.1,CCG84651.1,CCG84651.1,CCG84651.1,CCG84651.1
XP_007873169.1,CCG82311.1,CCG82311.1,CCG82311.1,CCG82311.1
XP_007874351.1,CCG84608.1,CCG84608.1,CCG84608.1,CCG84608.1
XP_007874834.1,CCG81368.1,CCG81368.1,CCG81368.1,CCG81368.1
XP_007875141.1,CCG81066.1,CCG81066.1,CCG81066.1,CCG81066.1
XP_007875458.1,CCG83954.1,CCG83954.1,CCG83954.1,CCG83954.1
XP_007875621.1,CCG82782.1,CCG82782.1,CCG82782.1,CCG82782.1
XP_007872927.1,CCG83265.1,CCG83265.1,CCG83265.1,CCG83265.1
XP_007873463.1,CCG84158.1,CCG84158.1,CCG84158.1,CCG84158.1
XP_007872919.1,CCG84262.1,CCG84262.1,CCG84262.1,CCG84262.1
XP_007874544.1,CCG82296.1,CCG82296.1,CCG82296.1,CCG82296.1
XP_007873178.1,CCG80791.1,CCG80791.1,CCG80791.1,CCG80791.1
XP_007873699.1,CCG83309.1,CCG83309.1,CCG83309.1,CCG83309.1
XP_007873718.1,CCG81241.1,CCG81241.1,CCG81241.1,CCG81241.1
XP_007875378.1,CCG83698.1,CCG83698.1,CCG83698.1,CCG83698.1
XP_007871882.1,CCG82121.1,CCG82121.1,CCG82121.1,CCG82121.1
XP_007872324.1,CCG81941.1,CCG81941.1,CCG81941.1,CCG81941.1
XP_007872506.1,CCG83512.1,CCG83512.1,CCG81195.1,CCG83512.1
XP_007873013.1,CCG82481.1,CCG82481.1,CCG82481.1,CCG82481.1
XP_007873371.1,CCG84484.1,CCG84484.1,CCG84484.1,CCG84484.1
XP_007873830.1,CCG80594.1,CCG80594.1,CCG80594.1,CCG80594.1
XP_007874175.1,CCG82355.1,CCG82355.1,CCG82355.1,CCG82355.1
XP_007874254.1,CCG83207.1,CCG83207.1,CCG83207.1,CCG83207.1
XP_007872272.1,CCG83779.1,CCG83779.1,CCG83779.1,CCG83779.1
XP_007872009.1,CCG84524.1,CCG84524.1,CCG84524.1,CCG84524.1
XP_007872760.1,CCG82562.1,CCG82562.1,CCG82562.1,CCG82562.1
XP_007872855.1,CCG80554.1,CCG80554.1,CCG80554.1,CCG80554.1
XP_007872959.1,CCG83419.1,CCG83419.1,CCG83419.1,CCG83419.1
XP_007873747.1,CCG84773.1,CCG84773.1,CCG84773.1,CCG84773.1
XP_007874674.1,CCG85181.1,CCG85181.1,CCG85181.1,CCG85181.1
XP_007871930.1,CCG83064.1,CCG83064.1,CCG83064.1,CCG83064.1
XP_007872080.1,CCG80850.1,CCG80850.1,CCG80850.1,CCG80850.1
XP_007872564.1,CCG80964.1,CCG80964.1,CCG80964.1,CCG80964.1
XP_007873025.1,CCG84806.1,CCG84806.1,CCG84806.1,CCG84806.1
XP_007873280.1,CCG83514.1,CCG83514.1,CCG83514.1,CCG83514.1
XP_007873997.1,CCG83004.1,CCG83004.1,CCG83004.1,CCG83004.1
XP_007874046.1,CCG81573.1,CCG81573.1,CCG81573.1,CCG81573.1
XP_007875403.1,CCG83630.1,CCG83630.1,CCG83630.1,CCG83630.1
XP_007875489.1,CCG82872.1,CCG82872.1,CCG82872.1,CCG82872.1
XP_007872047.1,CCG81406.1,CCG81406.1,CCG81406.1,CCG81406.1
XP_007872742.1,CCG84773.1,CCG84773.1,CCG84773.1,CCG84773.1
XP_007873756.1,CCG80606.1,CCG80606.1,CCG80606.1,CCG80606.1
XP_007873777.1,CCG84093.1,CCG84093.1,CCG84093.1,CCG84093.1
XP_007875638.1,CCG84224.1,CCG84224.1,CCG84224.1,CCG84224.1
XP_007872907.1,CCG82278.1,CCG82278.1,CCG82278.1,CCG82278.1
XP_007873019.1,CCG83200.1,CCG83200.1,CCG83200.1,CCG83200.1
XP_007875007.1,CCG80691.1,CCG80691.1,CCG80691.1,CCG80691.1
XP_007872901.1,CCG84952.1,CCG84952.1,CCG84952.1,CCG84952.1
XP_007874461.1,CCG82848.1,CCG82848.1,CCG82848.1,CCG82848.1
XP_007875014.1,CCG84298.1,CCG84298.1,CCG84298.1,CCG84298.1
XP_007875615.1,CCG82769.1,CCG82769.1,CCG82769.1,CCG82769.1
XP_007872175.1,CCG84298.1,CCG84298.1,CCG84298.1,CCG84298.1
XP_007872777.1,CCG81931.1,CCG81931.1,CCG81931.1,CCG81931.1
XP_007873489.1,CCG84222.1,CCG84222.1,CCG84222.1,CCG84222.1
XP_007874380.1,CCG83409.1,CCG83409.1,CCG83409.1,CCG83409.1
XP_007875648.1,CCG84235.1,CCG84235.1,CCG84235.1,CCG84235.1
XP_007874099.1,CCG82514.1,CCG82514.1,CCG82514.1,CCG82514.1
XP_007875149.1,CCG84484.1,CCG84484.1,CCG84484.1,CCG84484.1
XP_019613291.1,CCG81874.1,CCG81874.1,CCG81874.1,CCG81874.1
XP_007873414.1,CCG82611.1,CCG82611.1,CCG82611.1,CCG82611.1
XP_007873440.1,CCG83321.1,CCG83321.1,CCG83321.1,CCG83321.1
XP_007873594.1,CCG84791.1,CCG84791.1,CCG84791.1,CCG84791.1
XP_007873743.1,CCG84777.1,CCG84777.1,CCG84777.1,CCG84777.1
XP_007873801.1,CCG82580.1,CCG82580.1,CCG82580.1,CCG82580.1
XP_007874734.1,CCG83114.1,CCG83114.1,CCG83114.1,CCG83114.1
XP_007873155.1,CCG83206.1,CCG83206.1,CCG83206.1,CCG83206.1
XP_007875483.1,CCG83135.1,CCG83135.1,CCG83135.1,CCG83135.1
XP_007871937.1,CCG81685.1,CCG81685.1,CCG81685.1,CCG81685.1
XP_007873303.1,CCG81722.1,CCG81722.1,CCG81722.1,CCG81722.1
XP_007875524.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_007875074.1,CCG83791.1,CCG83791.1,CCG83791.1,CCG83791.1
XP_007875265.1,CCG80791.1,CCG80791.1,CCG80791.1,CCG80791.1
XP_007872810.1,CCG81312.1,CCG81312.1,CCG81312.1,CCG81312.1
XP_007873726.1,CCG84441.1,CCG84441.1,CCG84441.1,CCG84441.1
XP_007874116.1,CCG82364.1,CCG82364.1,CCG82364.1,CCG82364.1
XP_007874119.1,CCG84838.1,CCG84838.1,CCG84838.1,CCG84838.1
XP_007875677.1,CCG81059.1,CCG81059.1,CCG81059.1,CCG81059.1
XP_007873014.1,CCG82112.1,CCG82112.1,CCG82112.1,CCG82112.1
XP_007874837.1,CCG80772.1,CCG80772.1,CCG80772.1,CCG80772.1
XP_007875516.1,CCG81247.1,CCG81247.1,CCG81247.1,CCG81247.1
XP_007872800.1,CCG80534.1,CCG80534.1,CCG80534.1,CCG80534.1
XP_007873674.1,CCG84446.1,CCG84446.1,CCG84446.1,CCG84446.1
XP_007874017.1,CCG81645.1,CCG81645.1,CCG81645.1,CCG81645.1
XP_007874977.1,CCG82563.1,CCG82563.1,CCG82563.1,CCG82563.1
XP_007875147.1,CCG81864.1,CCG81864.1,CCG81751.1,CCG81864.1
XP_007874902.1,CCG82347.1,CCG82347.1,CCG82347.1,CCG82347.1
XP_007875668.1,CCG81440.1,CCG81440.1,CCG81440.1,CCG81440.1
XP_007873195.1,CCG80816.1,CCG80816.1,CCG80816.1,CCG80816.1
XP_007874136.1,CCG83461.1,CCG83461.1,CCG83461.1,CCG83461.1
XP_007875476.1,CCG82584.1,CCG82584.1,CCG82584.1,CCG82584.1
XP_019613285.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_007872263.1,CCG81927.1,CCG81927.1,CCG81927.1,CCG81927.1
XP_007873028.1,CCG84140.1,CCG84140.1,CCG84140.1,CCG84140.1
XP_007873039.1,CCG84550.1,CCG84550.1,CCG84550.1,CCG84550.1
XP_007873189.1,CCG83190.1,CCG83190.1,CCG83190.1,CCG83190.1
XP_007871976.1,CCG81694.1,CCG81694.1,CCG81694.1,CCG81694.1
XP_007872314.1,CCG80785.1,CCG80785.1,CCG80785.1,CCG80785.1
XP_007874197.1,CCG82108.1,CCG82108.1,CCG82108.1,CCG82108.1
XP_007874330.1,CCG84732.1,CCG84732.1,CCG84732.1,CCG84732.1
XP_007875482.1,CCG82739.1,CCG82739.1,CCG82739.1,CCG82739.1
XP_007872948.1,CCG82807.1,CCG82807.1,CCG82807.1,CCG82807.1
XP_007875584.1,CCG83122.1,CCG83122.1,CCG83122.1,CCG83122.1
XP_007873987.1,CCG84252.1,CCG84252.1,CCG84252.1,CCG84252.1
XP_007875542.1,CCG80703.1,CCG80703.1,CCG80703.1,CCG80703.1
XP_007873599.1,CCG82615.1,CCG82615.1,CCG82615.1,CCG82615.1
XP_007874366.1,CCG83412.1,CCG83412.1,CCG83412.1,CCG83412.1
XP_007875520.1,CCG80703.1,CCG80703.1,CCG80703.1,CCG80703.1
XP_007875521.1,CCG82957.1,CCG82957.1,CCG82957.1,CCG82957.1
XP_007875627.1,CCG83244.1,CCG83244.1,CCG83244.1,CCG83244.1
XP_007872309.1,CCG83776.1,CCG83776.1,CCG83776.1,CCG83776.1
XP_007872326.1,CCG80658.1,CCG80658.1,CCG80658.1,CCG80658.1
XP_007872820.1,CCG81197.1,CCG81197.1,CCG81197.1,CCG81197.1
XP_007875646.1,CCG84227.1,CCG84227.1,CCG84227.1,CCG84227.1
XP_007874071.1,CCG82281.1,CCG82281.1,CCG82281.1,CCG82281.1
XP_007872521.1,CCG84399.1,CCG84399.1,CCG84399.1,CCG84399.1
XP_007875026.1,CCG83859.1,CCG83859.1,CCG83859.1,CCG83859.1
XP_007872468.1,CCG84024.1,CCG84024.1,CCG84024.1,CCG84024.1
XP_007874240.1,CCG80957.1,CCG80957.1,CCG80957.1,CCG80957.1
XP_007874387.1,CCG83791.1,CCG83791.1,CCG83791.1,CCG83791.1
XP_007875166.1,CCG80736.1,CCG80736.1,CCG80736.1,CCG80736.1
XP_007873537.1,CCG81039.1,CCG81039.1,CCG81039.1,CCG81039.1
XP_007872029.1,CCG81211.1,CCG81211.1,CCG81211.1,CCG81211.1
XP_007873318.1,CCG80577.1,CCG80577.1,CCG80577.1,CCG80577.1
XP_007873576.1,CCG80816.1,CCG80816.1,CCG80816.1,CCG80816.1
XP_007873142.1,CCG82799.1,CCG82799.1,CCG82799.1,CCG82799.1
XP_007875387.1,CCG83769.1,CCG83769.1,CCG83769.1,CCG83769.1
XP_007872096.1,CCG81404.1,CCG81404.1,CCG81404.1,CCG81404.1
XP_007872964.1,CCG83309.1,CCG83309.1,CCG83309.1,CCG83309.1
XP_007874450.1,CCX35449.1,CCX35449.1,CCX35449.1,CCX35449.1
XP_007875563.1,CCG84788.1,CCG84788.1,CCG84788.1,CCG84788.1
XP_007872879.1,CCG81685.1,CCG81685.1,CCG81685.1,CCG81685.1
XP_007873386.1,CCG82414.1,CCG82414.1,CCG84446.1,CCG82414.1
XP_007875121.1,CCG82355.1,CCG82355.1,CCG82355.1,CCG82355.1
XP_007871952.1,CCG84005.1,CCG84005.1,CCG84005.1,CCG84005.1
XP_007872465.1,CCG81127.1,CCG81127.1,CCG81127.1,CCG81127.1
XP_007874183.1,CCG82923.1,CCG82923.1,CCG82923.1,CCG82923.1
XP_007874797.1,CCG83180.1,CCG83180.1,CCG83180.1,CCG83180.1
XP_007875025.1,CCG80701.1,CCG80701.1,CCG80701.1,CCG80701.1
XP_007875244.1,CCG81000.1,CCG81000.1,CCG81000.1,CCG81000.1
XP_007872238.1,CCG82891.1,CCG82891.1,CCG82891.1,CCG82891.1
XP_007872872.1,CCG82685.1,CCG82685.1,CCG82685.1,CCG82685.1
XP_007873097.1,CCG81255.1,CCG81255.1,CCG81255.1,CCG81255.1
XP_007873183.1,CCG83177.1,CCG83177.1,CCG83177.1,CCG83177.1
XP_007874780.1,CCG81237.1,CCG81237.1,CCG81237.1,CCG81237.1
XP_007874873.1,CCG82132.1,CCG82132.1,CCG82132.1,CCG82132.1
XP_007874906.1,CCG83354.1,CCG83354.1,CCG83354.1,CCG83354.1
XP_007875416.1,CCG81148.1,CCG81148.1,CCG81148.1,CCG81148.1
XP_007875426.1,CCG84309.1,CCG84309.1,CCG84309.1,CCG84309.1
XP_007872355.1,CCG80648.1,CCG80648.1,CCG80648.1,CCG80648.1
XP_007872969.1,CCG83671.1,CCG83671.1,CCG83671.1,CCG83671.1
XP_007874181.1,CCG83477.1,CCG83477.1,CCG83477.1,CCG83477.1
XP_007875127.1,CCG83512.1,CCG83512.1,CCG83512.1,CCG83512.1
XP_007872117.1,CCG83512.1,CCG83512.1,CCG83512.1,CCG83512.1
XP_007872694.1,CCG84554.1,CCG84554.1,CCG84554.1,CCG84554.1
XP_007872998.1,CCG84293.1,CCG84293.1,CCG84293.1,CCG84293.1
XP_007875514.1,CCG80850.1,CCG80850.1,CCG80850.1,CCG80850.1
XP_007872399.1,CCG80821.1,CCG80821.1,CCG80821.1,CCG80821.1
XP_007873593.1,CCG84790.1,CCG84790.1,CCG84790.1,CCG84790.1
XP_007874470.1,CCG81581.1,CCG81581.1,CCG81581.1,CCG81581.1
XP_007874487.1,CCG80816.1,CCG80816.1,CCG80816.1,CCG80816.1
XP_007874559.1,CCG81082.1,CCG81082.1,CCG81082.1,CCG81082.1
XP_007875052.1,CCG83315.1,CCG83315.1,CCG83315.1,CCG83315.1
XP_007875684.1,CCG81373.1,CCG81373.1,CCG81373.1,CCG81373.1
XP_007872116.1,CCG81919.1,CCG81919.1,CCG81919.1,CCG81919.1
XP_007872675.1,CCG84956.1,CCG84956.1,CCG84956.1,CCG84956.1
XP_007875102.1,CCG80696.1,CCG80696.1,CCG80696.1,CCG80696.1
XP_007873326.1,CCG84040.1,CCG84040.1,CCG84040.1,CCG84040.1
XP_007875380.1,CCG84554.1,CCG84554.1,CCG84554.1,CCG84554.1
XP_007872483.1,CCG84892.1,CCG84892.1,CCG84892.1,CCG84892.1
XP_007873276.1,CCG81866.1,CCG81866.1,CCG81866.1,CCG81866.1
XP_007874247.2,CCG83259.1,CCG83259.1,CCG83259.1,CCG83259.1
XP_007874921.1,CCG84960.1,CCG84960.1,CCG84960.1,CCG84960.1
XP_007871903.1,CCG83560.1,CCG83560.1,CCG83560.1,CCG83560.1
XP_007872832.1,CCG83481.1,CCG83481.1,CCG83481.1,CCG83481.1
XP_007875162.1,CCG84352.1,CCG84352.1,CCG84352.1,CCG84352.1
XP_007872619.1,CCG82926.1,CCG82926.1,CCG82926.1,CCG82926.1
XP_007872825.1,CCG84268.1,CCG84268.1,CCG84268.1,CCG84268.1
XP_007873469.1,CCG82451.1,CCG82451.1,CCG82451.1,CCG82451.1
XP_007874442.1,CCG82927.1,CCG82927.1,CCG82927.1,CCG82927.1
XP_007873640.1,CCG80850.1,CCG80850.1,CCG80850.1,CCG80850.1
XP_007874329.1,CCG84541.1,CCG84541.1,CCG84541.1,CCG84541.1
XP_007874759.1,CCG81229.1,CCG81229.1,CCG81229.1,CCG81229.1
XP_007875438.1,CCG81972.1,CCG81972.1,CCG81972.1,CCG81972.1
XP_007872258.1,CCG84541.1,CCG84541.1,CCG84541.1,CCG84541.1
XP_007872716.1,CCG82746.1,CCG82746.1,CCG82746.1,CCG82746.1
XP_007872980.1,CCG82098.1,CCG82098.1,CCG82098.1,CCG82098.1
XP_007873252.1,CCG80594.1,CCG80594.1,CCG80594.1,CCG80594.1
XP_007873272.1,CCG81300.1,CCG81300.1,CCG81300.1,CCG81300.1
XP_007875626.1,CCG83238.1,CCG83238.1,CCG83238.1,CCG83238.1
XP_007875688.1,CCG81588.1,CCG81588.1,CCG81588.1,CCG81588.1
XP_007873245.1,CCG80677.1,CCG80677.1,CCG80677.1,CCG80677.1
XP_007873291.1,CCG80701.1,CCG80701.1,CCG80701.1,CCG80701.1
XP_007872791.1,CCG84974.1,CCG84974.1,CCG84974.1,CCG84974.1
XP_007873379.1,CCG83127.1,CCG83127.1,CCG83127.1,CCG83127.1
XP_007874133.1,CCG82502.1,CCG82502.1,CCG82502.1,CCG82502.1
XP_007874830.1,CCG84484.1,CCG84484.1,CCG84484.1,CCG84484.1
XP_007875628.1,CCG83245.1,CCG83245.1,CCG83245.1,CCG83245.1
XP_007873889.1,CCG84103.1,CCG84103.1,CCG84103.1,CCG84103.1
XP_007874297.1,CCX35449.1,CCX35449.1,CCX35449.1,CCX35449.1
XP_007875296.1,CCG80900.1,CCG80900.1,CCG80900.1,CCG80900.1
XP_007871899.1,CCG82999.1,CCG82999.1,CCG82999.1,CCG82999.1
XP_007872390.1,CCG80839.1,CCG80839.1,CCG80839.1,CCG80839.1
XP_007872828.1,CCG82633.1,CCG82633.1,CCG82633.1,CCG82633.1
XP_007873762.1,CCG81789.1,CCG81789.1,CCG81789.1,CCG81789.1
XP_007873557.1,CCG81471.1,CCG81471.1,CCG81471.1,CCG81471.1
XP_007873821.1,CCG83450.1,CCG83450.1,CCG83450.1,CCG83450.1
XP_007874097.1,CCG82507.1,CCG82507.1,CCG82507.1,CCG82507.1
XP_007872837.1,CCG81367.1,CCG81367.1,CCG81367.1,CCG81367.1
XP_007874592.1,CCG82099.1,CCG82099.1,CCG82099.1,CCG82099.1
XP_007874422.1,CCG83519.1,CCG83519.1,CCG83519.1,CCG83519.1
XP_007872512.1,CCG81068.1,CCG81068.1,CCG81068.1,CCG81068.1
XP_007872599.1,CCG81765.1,CCG81765.1,CCG81765.1,CCG81765.1
XP_007874656.1,CCG82324.1,CCG82324.1,CCG82324.1,CCG82324.1
XP_007875159.1,CCG82595.1,CCG82595.1,CCG82595.1,CCG82595.1
XP_007872376.1,CCG81126.1,CCG81126.1,CCG81126.1,CCG81126.1
XP_007873368.1,CCG81578.1,CCG81578.1,CCG81578.1,CCG81578.1
XP_007875230.1,CCG83275.1,CCG83275.1,CCG83275.1,CCG83275.1
XP_007875580.1,CCG82901.1,CCG82901.1,CCG82901.1,CCG82901.1
XP_007872974.1,CCG84541.1,CCG84541.1,CCG84541.1,CCG84541.1
XP_007873100.1,CCG85137.1,CCG85137.1,CCG85137.1,CCG85137.1
XP_007874425.1,CCG84629.1,CCG84629.1,CCG84629.1,CCG84629.1
XP_007875686.1,CCG84629.1,CCG84629.1,CCG84629.1,CCG84629.1
XP_007872095.1,CCG82797.1,CCG82797.1,CCG82797.1,CCG82797.1
XP_007872099.1,CCG81445.1,CCG81445.1,CCG81445.1,CCG81445.1
XP_007874760.1,CCG84442.1,CCG84442.1,CCG84442.1,CCG84442.1
XP_007875209.1,CCG82974.1,CCG82974.1,CCG82974.1,CCG82974.1
XP_007871858.1,CCG81185.1,CCG81185.1,CCG81185.1,CCG81185.1
XP_007874654.1,CCG84268.1,CCG84268.1,CCG84268.1,CCG84268.1
XP_007871904.1,CCG83327.1,CCG83327.1,CCG83327.1,CCG83327.1
XP_007872384.1,CCG80622.1,CCG80622.1,CCG80622.1,CCG80622.1
XP_007874368.1,CCG83396.1,CCG83396.1,CCG83396.1,CCG83396.1
XP_007872514.1,CCG83962.1,CCG83962.1,CCG83962.1,CCG83962.1
XP_007873951.1,CCG83274.1,CCG83274.1,CCG83274.1,CCG83274.1
XP_007874182.1,CCG83970.1,CCG83970.1,CCG83970.1,CCG83970.1
XP_007872887.1,CCG83473.1,CCG83473.1,CCG83473.1,CCG83473.1
XP_007873811.1,CCG83675.1,CCG83675.1,CCG83675.1,CCG83675.1
XP_007875021.1,CCG82947.1,CCG82947.1,CCG82947.1,CCG82947.1
XP_007875204.1,CCG83204.1,CCG83204.1,CCG83204.1,CCG83204.1
XP_007875436.1,CCG83578.1,CCG83578.1,CCG83578.1,CCG83578.1
XP_007874943.1,CCG81157.1,CCG81157.1,CCG81157.1,CCG81157.1
XP_007875326.1,CCG81368.1,CCG81368.1,CCG81368.1,CCG81368.1
XP_007875348.1,CCG84331.1,CCG84331.1,CCG84331.1,CCG84331.1
XP_007872866.1,CCG81139.1,CCG81139.1,CCG81139.1,CCG81139.1
XP_007874350.1,CCG83527.1,CCG83527.1,CCG83527.1,CCG83527.1
XP_007872319.1,CCG81536.1,CCG81536.1,CCG81536.1,CCG81536.1
XP_007872873.1,CCG84127.1,CCG84127.1,CCG84127.1,CCG84127.1
XP_007874040.1,CCG83529.1,CCG83529.1,CCG83529.1,CCG83529.1
XP_007875454.1,CCG83072.2,CCG83072.2,CCG83072.2,CCG83072.2
XP_007872071.1,CCG83933.1,CCG83933.1,CCG83933.1,CCG83933.1
XP_007873657.1,CCG84011.1,CCG84011.1,CCG84011.1,CCG84011.1
XP_007874480.1,CCG83143.1,CCG83143.1,CCG83143.1,CCG83143.1
XP_007872107.1,CCG85074.1,CCG85074.1,CCG85074.1,CCG85074.1
XP_007872847.1,CCG80813.1,CCG80813.1,CCG80813.1,CCG80813.1
XP_007873767.1,CCG84441.1,CCG84441.1,CCG84441.1,CCG84441.1
XP_007874910.1,CCG82035.1,CCG82035.1,CCG82035.1,CCG82035.1
XP_007875647.1,CCG82300.1,CCG82300.1,CCG82300.1,CCG82300.1
XP_007872043.1,CCG81353.1,CCG81353.1,CCG81353.1,CCG81353.1
XP_007872167.1,CCG82509.1,CCG82509.1,CCG82509.1,CCG82509.1
XP_007873182.1,CCG83164.1,CCG83164.1,CCG83164.1,CCG83164.1
XP_007873846.1,CCG82010.1,CCG82010.1,CCG82010.1,CCG82010.1
XP_007875111.1,CCG81271.1,CCG81271.1,CCG81271.1,CCG81271.1
XP_007875474.1,CCG81181.1,CCG81181.1,CCG81181.1,CCG81181.1
XP_007872787.1,CCG82481.1,CCG82481.1,CCG82481.1,CCG82481.1
XP_007874655.1,CCG83536.1,CCG83536.1,CCG83536.1,CCG83536.1
